analysis_id,element_id,frequency,feature_id,fraction
ALEsKOs01_11,1596928,1,mutation_position,0.002262443
ALEsKOs01_11,1724414,1,mutation_position,0.002262443
ALEsKOs01_11,1724531,1,mutation_position,0.002262443
ALEsKOs01_11,3920652,1,mutation_position,0.002262443
ALEsKOs01_11,1195527,1,mutation_position,0.002262443
ALEsKOs01_11,1195528,7,mutation_position,0.015837104
ALEsKOs01_11,2705580,1,mutation_position,0.002262443
ALEsKOs01_11,4047882,1,mutation_position,0.002262443
ALEsKOs01_11,1819659,1,mutation_position,0.002262443
ALEsKOs01_11,3990540,1,mutation_position,0.002262443
ALEsKOs01_11,2411533,1,mutation_position,0.002262443
ALEsKOs01_11,1819662,1,mutation_position,0.002262443
ALEsKOs01_11,2411535,1,mutation_position,0.002262443
ALEsKOs01_11,2411536,1,mutation_position,0.002262443
ALEsKOs01_11,2411537,1,mutation_position,0.002262443
ALEsKOs01_11,1819666,1,mutation_position,0.002262443
ALEsKOs01_11,2411539,1,mutation_position,0.002262443
ALEsKOs01_11,2411540,1,mutation_position,0.002262443
ALEsKOs01_11,2411541,1,mutation_position,0.002262443
ALEsKOs01_11,1819670,1,mutation_position,0.002262443
ALEsKOs01_11,701529,1,mutation_position,0.002262443
ALEsKOs01_11,1819673,1,mutation_position,0.002262443
ALEsKOs01_11,1819675,1,mutation_position,0.002262443
ALEsKOs01_11,1195548,1,mutation_position,0.002262443
ALEsKOs01_11,1819677,1,mutation_position,0.002262443
ALEsKOs01_11,2314782,1,mutation_position,0.002262443
ALEsKOs01_11,1819680,1,mutation_position,0.002262443
ALEsKOs01_11,1819681,1,mutation_position,0.002262443
ALEsKOs01_11,4294178,5,mutation_position,0.011312217
ALEsKOs01_11,4169251,1,mutation_position,0.002262443
ALEsKOs01_11,4047909,1,mutation_position,0.002262443
ALEsKOs01_11,3211814,1,mutation_position,0.002262443
ALEsKOs01_11,4187506,3,mutation_position,0.00678733
ALEsKOs01_11,186409,1,mutation_position,0.002262443
ALEsKOs01_11,4047914,2,mutation_position,0.004524887
ALEsKOs01_11,3907335,4,mutation_position,0.009049774
ALEsKOs01_11,4184109,1,mutation_position,0.002262443
ALEsKOs01_11,3525680,1,mutation_position,0.002262443
ALEsKOs01_11,3626546,1,mutation_position,0.002262443
ALEsKOs01_11,2965555,1,mutation_position,0.002262443
ALEsKOs01_11,1286197,1,mutation_position,0.002262443
ALEsKOs01_11,4047926,1,mutation_position,0.002262443
ALEsKOs01_11,1195575,1,mutation_position,0.002262443
ALEsKOs01_11,1261113,1,mutation_position,0.002262443
ALEsKOs01_11,3484730,1,mutation_position,0.002262443
ALEsKOs01_11,2372971,1,mutation_position,0.002262443
ALEsKOs01_11,4047935,1,mutation_position,0.002262443
ALEsKOs01_11,3966528,1,mutation_position,0.002262443
ALEsKOs01_11,700171,1,mutation_position,0.002262443
ALEsKOs01_11,4294213,22,mutation_position,0.049773756
ALEsKOs01_11,4294214,22,mutation_position,0.049773756
ALEsKOs01_11,3767880,1,mutation_position,0.002262443
ALEsKOs01_11,4047945,1,mutation_position,0.002262443
ALEsKOs01_11,3974220,1,mutation_position,0.002262443
ALEsKOs01_11,2874448,1,mutation_position,0.002262443
ALEsKOs01_11,2302545,2,mutation_position,0.004524887
ALEsKOs01_11,627282,1,mutation_position,0.002262443
ALEsKOs01_11,2411534,1,mutation_position,0.002262443
ALEsKOs01_11,4169671,4,mutation_position,0.009049774
ALEsKOs01_11,700601,1,mutation_position,0.002262443
ALEsKOs01_11,2302820,8,mutation_position,0.018099548
ALEsKOs01_11,1111131,1,mutation_position,0.002262443
ALEsKOs01_11,2531421,1,mutation_position,0.002262443
ALEsKOs01_11,3949584,1,mutation_position,0.002262443
ALEsKOs01_11,1195503,1,mutation_position,0.002262443
ALEsKOs01_11,2994030,1,mutation_position,0.002262443
ALEsKOs01_11,710759,1,mutation_position,0.002262443
ALEsKOs01_11,2064489,19,mutation_position,0.042986425
ALEsKOs01_11,2411538,1,mutation_position,0.002262443
ALEsKOs01_11,675950,1,mutation_position,0.002262443
ALEsKOs01_11,3617901,1,mutation_position,0.002262443
ALEsKOs01_11,3617905,1,mutation_position,0.002262443
ALEsKOs01_11,3617906,1,mutation_position,0.002262443
ALEsKOs01_11,699923,1,mutation_position,0.002262443
ALEsKOs01_11,1286260,2,mutation_position,0.004524887
ALEsKOs01_11,3617909,1,mutation_position,0.002262443
ALEsKOs01_11,3617910,1,mutation_position,0.002262443
ALEsKOs01_11,1789047,1,mutation_position,0.002262443
ALEsKOs01_11,3617914,1,mutation_position,0.002262443
ALEsKOs01_11,1195455,1,mutation_position,0.002262443
ALEsKOs01_11,1724028,1,mutation_position,0.002262443
ALEsKOs01_11,544893,1,mutation_position,0.002262443
ALEsKOs01_11,4275843,1,mutation_position,0.002262443
ALEsKOs01_11,2411542,1,mutation_position,0.002262443
ALEsKOs01_11,4048013,1,mutation_position,0.002262443
ALEsKOs01_11,4048014,1,mutation_position,0.002262443
ALEsKOs01_11,4048015,1,mutation_position,0.002262443
ALEsKOs01_11,4048016,1,mutation_position,0.002262443
ALEsKOs01_11,4048017,1,mutation_position,0.002262443
ALEsKOs01_11,4048018,1,mutation_position,0.002262443
ALEsKOs01_11,4048019,1,mutation_position,0.002262443
ALEsKOs01_11,4048020,1,mutation_position,0.002262443
ALEsKOs01_11,3212437,1,mutation_position,0.002262443
ALEsKOs01_11,4048022,1,mutation_position,0.002262443
ALEsKOs01_11,4048023,1,mutation_position,0.002262443
ALEsKOs01_11,4048024,1,mutation_position,0.002262443
ALEsKOs01_11,962205,1,mutation_position,0.002262443
ALEsKOs01_11,757920,1,mutation_position,0.002262443
ALEsKOs01_11,1675937,2,mutation_position,0.004524887
ALEsKOs01_11,4294309,22,mutation_position,0.049773756
ALEsKOs01_11,701553,1,mutation_position,0.002262443
ALEsKOs01_11,3334172,1,mutation_position,0.002262443
ALEsKOs01_11,2763434,1,mutation_position,0.002262443
ALEsKOs01_11,2921131,1,mutation_position,0.002262443
ALEsKOs01_11,92844,1,mutation_position,0.002262443
ALEsKOs01_11,2975602,1,mutation_position,0.002262443
ALEsKOs01_11,2314415,1,mutation_position,0.002262443
ALEsKOs01_11,62835,1,mutation_position,0.002262443
ALEsKOs01_11,2874398,1,mutation_position,0.002262443
ALEsKOs01_11,4294326,10,mutation_position,0.022624434
ALEsKOs01_11,4294327,13,mutation_position,0.029411765
ALEsKOs01_11,4158136,1,mutation_position,0.002262443
ALEsKOs01_11,417652,1,mutation_position,0.002262443
ALEsKOs01_11,3949755,1,mutation_position,0.002262443
ALEsKOs01_11,1096381,7,mutation_position,0.015837104
ALEsKOs01_11,3211456,1,mutation_position,0.002262443
ALEsKOs01_11,416288,1,mutation_position,0.002262443
ALEsKOs01_11,348866,1,mutation_position,0.002262443
ALEsKOs01_11,1296579,1,mutation_position,0.002262443
ALEsKOs01_11,374471,1,mutation_position,0.002262443
ALEsKOs01_11,3990728,1,mutation_position,0.002262443
ALEsKOs01_11,3524471,2,mutation_position,0.004524887
ALEsKOs01_11,347682,1,mutation_position,0.002262443
ALEsKOs01_11,972494,1,mutation_position,0.002262443
ALEsKOs01_11,761551,1,mutation_position,0.002262443
ALEsKOs01_11,1617104,1,mutation_position,0.002262443
ALEsKOs01_11,1706954,2,mutation_position,0.004524887
ALEsKOs01_11,758999,1,mutation_position,0.002262443
ALEsKOs01_11,2373850,2,mutation_position,0.004524887
ALEsKOs01_11,2816219,1,mutation_position,0.002262443
ALEsKOs01_11,2095836,1,mutation_position,0.002262443
ALEsKOs01_11,4184285,1,mutation_position,0.002262443
ALEsKOs01_11,3370206,1,mutation_position,0.002262443
ALEsKOs01_11,416480,1,mutation_position,0.002262443
ALEsKOs01_11,3691745,1,mutation_position,0.002262443
ALEsKOs01_11,2507493,1,mutation_position,0.002262443
ALEsKOs01_11,3966694,1,mutation_position,0.002262443
ALEsKOs01_11,1755004,1,mutation_position,0.002262443
ALEsKOs01_11,2507499,1,mutation_position,0.002262443
ALEsKOs01_11,2302702,1,mutation_position,0.002262443
ALEsKOs01_11,2598641,1,mutation_position,0.002262443
ALEsKOs01_11,2974931,1,mutation_position,0.002262443
ALEsKOs01_11,2302710,1,mutation_position,0.002262443
ALEsKOs01_11,4178684,1,mutation_position,0.002262443
ALEsKOs01_11,3958014,1,mutation_position,0.002262443
ALEsKOs01_11,2507519,1,mutation_position,0.002262443
ALEsKOs01_11,3834624,1,mutation_position,0.002262443
ALEsKOs01_11,2412802,1,mutation_position,0.002262443
ALEsKOs01_11,2975617,1,mutation_position,0.002262443
ALEsKOs01_11,3873547,1,mutation_position,0.002262443
ALEsKOs01_11,3873548,1,mutation_position,0.002262443
ALEsKOs01_11,3873550,1,mutation_position,0.002262443
ALEsKOs01_11,4324111,1,mutation_position,0.002262443
ALEsKOs01_11,1676048,1,mutation_position,0.002262443
ALEsKOs01_11,1020179,1,mutation_position,0.002262443
ALEsKOs01_11,1753779,1,mutation_position,0.002262443
ALEsKOs01_11,186134,1,mutation_position,0.002262443
ALEsKOs01_11,1985816,1,mutation_position,0.002262443
ALEsKOs01_11,458014,5,mutation_position,0.011312217
ALEsKOs01_11,62752,1,mutation_position,0.002262443
ALEsKOs01_11,1724193,1,mutation_position,0.002262443
ALEsKOs01_11,2022179,1,mutation_position,0.002262443
ALEsKOs01_11,1104164,1,mutation_position,0.002262443
ALEsKOs01_11,3086117,1,mutation_position,0.002262443
ALEsKOs01_11,4169250,1,mutation_position,0.002262443
ALEsKOs01_11,1158505,1,mutation_position,0.002262443
ALEsKOs01_11,703231,1,mutation_position,0.002262443
ALEsKOs01_11,1777372,1,mutation_position,0.002262443
ALEsKOs01_11,416975,1,mutation_position,0.002262443
ALEsKOs01_11,67887,2,mutation_position,0.004524887
ALEsKOs01_11,450867,1,mutation_position,0.002262443
ALEsKOs01_11,4323971,1,mutation_position,0.002262443
ALEsKOs01_11,1935160,1,mutation_position,0.002262443
ALEsKOs01_11,4504893,1,mutation_position,0.002262443
ALEsKOs01_11,608575,1,mutation_position,0.002262443
ALEsKOs01_11,34112,1,mutation_position,0.002262443
ALEsKOs01_11,608577,1,mutation_position,0.002262443
ALEsKOs01_11,760645,1,mutation_position,0.002262443
ALEsKOs01_11,1332039,1,mutation_position,0.002262443
ALEsKOs01_11,3211592,1,mutation_position,0.002262443
ALEsKOs01_11,1195500,1,mutation_position,0.002262443
ALEsKOs01_11,2497761,1,mutation_position,0.002262443
ALEsKOs01_11,2874700,2,mutation_position,0.004524887
ALEsKOs01_11,3948365,1,mutation_position,0.002262443
ALEsKOs01_11,1934672,1,mutation_position,0.002262443
ALEsKOs01_11,3306126,1,mutation_position,0.002262443
ALEsKOs01_11,3964759,1,mutation_position,0.002262443
ALEsKOs01_11,759129,1,mutation_position,0.002262443
ALEsKOs01_11,1195515,1,mutation_position,0.002262443
ALEsKOs01_11,2975584,1,mutation_position,0.002262443
ALEsKOs01_11,62820,1,mutation_position,0.002262443
ALEsKOs01_11,379237,1,mutation_position,0.002262443
ALEsKOs01_11,416615,1,mutation_position,0.002262443
ALEsKOs01_11,701289,1,mutation_position,0.002262443
ALEsKOs01_11,61802,1,mutation_position,0.002262443
ALEsKOs01_11,1157607,1,mutation_position,0.002262443
ALEsKOs01_11,3617938,1,mutation_position,0.002262443
ALEsKOs01_11,62830,1,mutation_position,0.002262443
ALEsKOs01_11,62831,1,mutation_position,0.002262443
ALEsKOs01_11,62832,1,mutation_position,0.002262443
ALEsKOs01_11,62833,1,mutation_position,0.002262443
ALEsKOs01_11,62834,1,mutation_position,0.002262443
ALEsKOs01_11,4294291,20,mutation_position,0.045248869
ALEsKOs01_11,1706868,3,mutation_position,0.00678733
ALEsKOs01_11,1706871,3,mutation_position,0.00678733
ALEsKOs01_11,2119548,1,mutation_position,0.002262443
ALEsKOs01_11,4048021,1,mutation_position,0.002262443
ALEsKOs01_11,1195539,1,mutation_position,0.002262443
ALEsKOs01_11,3484736,1,mutation_position,0.002262443
ALEsKOs01_11,153986,1,mutation_position,0.002262443
ALEsKOs01_11,1109382,1,mutation_position,0.002262443
ALEsKOs01_11,418184,1,mutation_position,0.002262443
ALEsKOs01_11,3767689,1,mutation_position,0.002262443
ALEsKOs01_11,2311562,1,mutation_position,0.002262443
ALEsKOs01_11,4187531,1,mutation_position,0.002262443
ALEsKOs01_11,4187535,1,mutation_position,0.002262443
ALEsKOs01_11,700621,1,mutation_position,0.002262443
ALEsKOs01_11,3551125,1,mutation_position,0.002262443
ALEsKOs01_11,1701275,1,mutation_position,0.002262443
ALEsKOs01_11,1701276,1,mutation_position,0.002262443
ALEsKOs01_11,4158877,2,mutation_position,0.004524887
ALEsKOs01_11,1464225,1,mutation_position,0.002262443
ALEsKOs01_11,4179874,1,mutation_position,0.002262443
ALEsKOs01_11,4604190,1,mutation_position,0.002262443
ALEsKOs01_11,1311144,1,mutation_position,0.002262443
ALEsKOs01_11,1464234,1,mutation_position,0.002262443
ALEsKOs01_11,1472327,1,mutation_position,0.002262443
ALEsKOs01_11,699820,1,mutation_position,0.002262443
ALEsKOs01_11,1409949,1,mutation_position,0.002262443
ALEsKOs01_11,2302897,1,mutation_position,0.002262443
ALEsKOs01_11,1754398,1,mutation_position,0.002262443
ALEsKOs01_11,1195443,1,mutation_position,0.002262443
ALEsKOs01_11,3479477,1,mutation_position,0.002262443
ALEsKOs01_11,4047936,1,mutation_position,0.002262443
ALEsKOs01_11,2021820,1,mutation_position,0.002262443
ALEsKOs01_11,703306,1,mutation_position,0.002262443
ALEsKOs01_11,2534334,1,mutation_position,0.002262443
ALEsKOs01_11,758719,1,mutation_position,0.002262443
ALEsKOs01_11,2910658,1,mutation_position,0.002262443
ALEsKOs01_11,4294083,2,mutation_position,0.004524887
ALEsKOs01_11,2350583,1,mutation_position,0.002262443
ALEsKOs01_11,3948486,1,mutation_position,0.002262443
ALEsKOs01_11,3086279,1,mutation_position,0.002262443
ALEsKOs01_11,4306378,1,mutation_position,0.002262443
ALEsKOs01_11,3211448,1,mutation_position,0.002262443
ALEsKOs01_11,1195468,1,mutation_position,0.002262443
ALEsKOs01_11,3576781,1,mutation_position,0.002262443
ALEsKOs01_11,1195470,1,mutation_position,0.002262443
ALEsKOs01_11,2314703,1,mutation_position,0.002262443
ALEsKOs01_11,1286097,1,mutation_position,0.002262443
ALEsKOs01_11,1673688,1,mutation_position,0.002262443
ALEsKOs01_11,2387423,1,mutation_position,0.002262443
ALEsKOs01_11,416592,1,mutation_position,0.002262443
ALEsKOs01_11,2387426,1,mutation_position,0.002262443
ALEsKOs01_11,3946467,1,mutation_position,0.002262443
ALEsKOs01_11,2524133,1,mutation_position,0.002262443
ALEsKOs01_11,1706982,1,mutation_position,0.002262443
ALEsKOs01_11,1258983,1,mutation_position,0.002262443
ALEsKOs01_11,2598890,1,mutation_position,0.002262443
ALEsKOs01_11,2598891,1,mutation_position,0.002262443
ALEsKOs01_11,1464300,1,mutation_position,0.002262443
ALEsKOs01_11,3525613,1,mutation_position,0.002262443
ALEsKOs01_11,2412527,1,mutation_position,0.002262443
ALEsKOs01_11,701613,1,mutation_position,0.002262443
ALEsKOs01_11,1195506,1,mutation_position,0.002262443
ALEsKOs01_11,3949557,1,mutation_position,0.002262443
ALEsKOs01_11,665079,1,mutation_position,0.002262443
ALEsKOs01_11,1368059,1,mutation_position,0.002262443
ALEsKOs01_11,1934332,1,mutation_position,0.002262443
ALEsKOs01_11,4101677,1,mutation_position,0.002262443
ALEsKOs01_11,3482563,1,mutation_position,0.002262443
ALEsKOs01_11,MOB,36,mutation_type,0.081447964
ALEsKOs01_11,INS,20,mutation_type,0.045248869
ALEsKOs01_11,DEL,93,mutation_type,0.21040724
ALEsKOs01_11,AMP,1,mutation_type,0.002262443
ALEsKOs01_11,SNP,292,mutation_type,0.660633484
ALEsKOs01_11,,134,mutation_genes,0.303167421
ALEsKOs01_11,marC-/-marR,1,mutation_genes,0.002262443
ALEsKOs01_11,nagE,2,mutation_genes,0.004524887
ALEsKOs01_11,rapA,9,mutation_genes,0.020361991
ALEsKOs01_11,cyaA,2,mutation_genes,0.004524887
ALEsKOs01_11,add-/-ydgJ,2,mutation_genes,0.004524887
ALEsKOs01_11,wecA,2,mutation_genes,0.004524887
ALEsKOs01_11,gntR-/-yhhW,1,mutation_genes,0.002262443
ALEsKOs01_11,rpoC,7,mutation_genes,0.015837104
ALEsKOs01_11,murA,1,mutation_genes,0.002262443
ALEsKOs01_11,ydiU,1,mutation_genes,0.002262443
ALEsKOs01_11,truC,1,mutation_genes,0.002262443
ALEsKOs01_11,pstA,4,mutation_genes,0.009049774
ALEsKOs01_11,ftsI,1,mutation_genes,0.002262443
ALEsKOs01_11,alsE,1,mutation_genes,0.002262443
ALEsKOs01_11,crp,2,mutation_genes,0.004524887
ALEsKOs01_11,ydbA,3,mutation_genes,0.00678733
ALEsKOs01_11,zwf,1,mutation_genes,0.002262443
ALEsKOs01_11,fliR-/-rcsA,1,mutation_genes,0.002262443
ALEsKOs01_11,rcsB,3,mutation_genes,0.00678733
ALEsKOs01_11,yjhE,1,mutation_genes,0.002262443
ALEsKOs01_11,nudE-/-yrfF,2,mutation_genes,0.004524887
ALEsKOs01_11,yidX,3,mutation_genes,0.00678733
ALEsKOs01_11,yfbP,2,mutation_genes,0.004524887
ALEsKOs01_11,rhsB,7,mutation_genes,0.015837104
ALEsKOs01_11,sulA-/-sxy,1,mutation_genes,0.002262443
ALEsKOs01_11,lsrK,1,mutation_genes,0.002262443
ALEsKOs01_11,ptsP,1,mutation_genes,0.002262443
ALEsKOs01_11,ptsH,1,mutation_genes,0.002262443
ALEsKOs01_11,adhE,1,mutation_genes,0.002262443
ALEsKOs01_11,rsmG,1,mutation_genes,0.002262443
ALEsKOs01_11,glpT-/-glpA,1,mutation_genes,0.002262443
ALEsKOs01_11,yebK,1,mutation_genes,0.002262443
ALEsKOs01_11,sucB,1,mutation_genes,0.002262443
ALEsKOs01_11,zwf-/-yebK,1,mutation_genes,0.002262443
ALEsKOs01_11,galP,2,mutation_genes,0.004524887
ALEsKOs01_11,rbbA,1,mutation_genes,0.002262443
ALEsKOs01_11,leuV-/-leuP,1,mutation_genes,0.002262443
ALEsKOs01_11,csgC,1,mutation_genes,0.002262443
ALEsKOs01_11,nlpI,1,mutation_genes,0.002262443
ALEsKOs01_11,ydbC,1,mutation_genes,0.002262443
ALEsKOs01_11,rho,1,mutation_genes,0.002262443
ALEsKOs01_11,ycjM,1,mutation_genes,0.002262443
ALEsKOs01_11,pta,1,mutation_genes,0.002262443
ALEsKOs01_11,ispE,1,mutation_genes,0.002262443
ALEsKOs01_11,yifB,1,mutation_genes,0.002262443
ALEsKOs01_11,entB,1,mutation_genes,0.002262443
ALEsKOs01_11,dauA,1,mutation_genes,0.002262443
ALEsKOs01_11,cysB,1,mutation_genes,0.002262443
ALEsKOs01_11,ackA,11,mutation_genes,0.024886878
ALEsKOs01_11,spf,16,mutation_genes,0.036199095
ALEsKOs01_11,phoB,4,mutation_genes,0.009049774
ALEsKOs01_11,ydiP-/-ydiQ,1,mutation_genes,0.002262443
ALEsKOs01_11,pykF,3,mutation_genes,0.00678733
ALEsKOs01_11,nagA,4,mutation_genes,0.009049774
ALEsKOs01_11,rcsA,1,mutation_genes,0.002262443
ALEsKOs01_11,rrfB,4,mutation_genes,0.009049774
ALEsKOs01_11,pntB,1,mutation_genes,0.002262443
ALEsKOs01_11,yciC,1,mutation_genes,0.002262443
ALEsKOs01_11,ycdU-/-serX,7,mutation_genes,0.015837104
ALEsKOs01_11,ydhL-/-nemR,1,mutation_genes,0.002262443
ALEsKOs01_11,menE,1,mutation_genes,0.002262443
ALEsKOs01_11,yicT-/-setC,1,mutation_genes,0.002262443
ALEsKOs01_11,nanT,1,mutation_genes,0.002262443
ALEsKOs01_11,yibV,1,mutation_genes,0.002262443
ALEsKOs01_11,iap,2,mutation_genes,0.004524887
ALEsKOs01_11,galR,4,mutation_genes,0.009049774
ALEsKOs01_11,htrE,1,mutation_genes,0.002262443
ALEsKOs01_11,argY,1,mutation_genes,0.002262443
ALEsKOs01_11,yheS,1,mutation_genes,0.002262443
ALEsKOs01_11,frmR-/-yaiO,1,mutation_genes,0.002262443
ALEsKOs01_11,chbB-/-osmE,9,mutation_genes,0.020361991
ALEsKOs01_11,bcp,3,mutation_genes,0.00678733
ALEsKOs01_11,nemR,3,mutation_genes,0.00678733
ALEsKOs01_11,ycbC,1,mutation_genes,0.002262443
ALEsKOs01_11,ilvL-/-ilvX,1,mutation_genes,0.002262443
ALEsKOs01_11,araA,2,mutation_genes,0.004524887
ALEsKOs01_11,glnD,2,mutation_genes,0.004524887
ALEsKOs01_11,cysD-/-iap,2,mutation_genes,0.004524887
ALEsKOs01_11,opgG,1,mutation_genes,0.002262443
ALEsKOs01_11,ypdA,1,mutation_genes,0.002262443
ALEsKOs01_11,rpoD,5,mutation_genes,0.011312217
ALEsKOs01_11,rttR,4,mutation_genes,0.009049774
ALEsKOs01_11,wecE,1,mutation_genes,0.002262443
ALEsKOs01_11,rrlB,2,mutation_genes,0.004524887
ALEsKOs01_11,crr,1,mutation_genes,0.002262443
ALEsKOs01_11,fabR,2,mutation_genes,0.004524887
ALEsKOs01_11,rpoB,1,mutation_genes,0.002262443
ALEsKOs01_11,nagC,5,mutation_genes,0.011312217
ALEsKOs01_11,insH1,19,mutation_genes,0.042986425
ALEsKOs01_11,rsxC,9,mutation_genes,0.020361991
ALEsKOs01_11,wcaJ,1,mutation_genes,0.002262443
ALEsKOs01_11,soxR,1,mutation_genes,0.002262443
ALEsKOs01_11,yifN,1,mutation_genes,0.002262443
ALEsKOs01_11,insL1-/-entD,2,mutation_genes,0.004524887
ALEsKOs01_11,rseC,1,mutation_genes,0.002262443
ALEsKOs01_11,rcsD,1,mutation_genes,0.002262443
ALEsKOs01_11,relA,1,mutation_genes,0.002262443
ALEsKOs01_11,ybfE,1,mutation_genes,0.002262443
ALEsKOs01_11,pntA-/-ydgH,3,mutation_genes,0.00678733
ALEsKOs01_11,cyoA-/-ampG,1,mutation_genes,0.002262443
ALEsKOs01_11,ilvL,1,mutation_genes,0.002262443
ALEsKOs01_11,opgH,1,mutation_genes,0.002262443
ALEsKOs01_11,sucA,5,mutation_genes,0.011312217
ALEsKOs01_11,ptsG,2,mutation_genes,0.004524887
ALEsKOs01_11,allD,1,mutation_genes,0.002262443
ALEsKOs01_11,ttcA,1,mutation_genes,0.002262443
ALEsKOs01_11,yecJ-/-azuC,1,mutation_genes,0.002262443
ALEsKOs01_11,lon,5,mutation_genes,0.011312217
ALEsKOs01_11,malT,1,mutation_genes,0.002262443
ALEsKOs01_11,icd,19,mutation_genes,0.042986425
ALEsKOs01_11,menC,2,mutation_genes,0.004524887
ALEsKOs01_11,polA-/-spf,4,mutation_genes,0.009049774
ALEsKOs01_11,sbcD-/-phoB,1,mutation_genes,0.002262443
ALEsKOs01_11,ilvG,3,mutation_genes,0.00678733
ALEsKOs01_11,rplL,1,mutation_genes,0.002262443
ALEsKOs01_11,glk-/-yfeO,3,mutation_genes,0.00678733
ALEsKOs01_11,wzzB,1,mutation_genes,0.002262443
ALEsKOs01_11,yibV-/-yibU,1,mutation_genes,0.002262443
ALEsKOs01_11,phoR,2,mutation_genes,0.004524887
ALEsKOs01_11,yfeR,1,mutation_genes,0.002262443
ALEsKOs01_11,prkB,1,mutation_genes,0.002262443
