"population","gene","prop"
"A6","actP",1
"A6","alsC",1
"A6","arcA",2
"A6","arcC",1
"A6","arcC",1
"A5","astE",2
"A6","atoS",1
"A5","blr",2
"A6","caiB",1
"A5","cls",2
"A5","crp",2
"A6","cusR",1
"A6","dinI",1
"A6","ECB_00021",1
"A6","ECB_01992",1
"A6","ECB_02621",1
"A6","ECB_02816",2
"A5","ECB_02837",2
"A5","ECB_02852",2
"A6","ECB_03460",1
"A6","envZ",2
"A5","fabF",2
"A6","fadL",1
"A6","frdC",1
"A5","glgC",2
"A6","glmS",1
"A6","glpG",1
"A6","gltA",1
"A6","gss",1
"A6","hcaD",1
"A6","hsdR",1
"A5","hsdS",2
"A5","hslU",2
"A6","hslU",2
"A5","htrE",1
"A5","hyfA",2
"A6","hyfA",1
"A5","iap",2
"A6","iap",2
"A5","iclR",2
"A6","iclR",1
"A5","infB",2
"A6","infC",2
"A6","lysQ",1
"A6","maeB",1
"A5","malT",2
"A6","malT",2
"A6","malT",2
"A6","malT",2
"A6","malT",1
"A6","manY",1
"A6","menC",1
"A6","menC",1
"A6","metH",2
"A5","metJ",2
"A6","miaA",1
"A6","moeB",1
"A6","mreC",2
"A5","mtlD",2
"A5","nadR",2
"A6","nadR",2
"A5","narH",2
"A6","narZ",1
"A6","narZ",1
"A6","ompC",1
"A6","oppD",2
"A6","pfkA",1
"A5","phoH",2
"A6","phoH",1
"A5","plsB",2
"A6","prlA",2
"A5","pykA",2
"A5","pykF",2
"A5","pykF",2
"A6","pykF",2
"A6","queA",1
"A6","recO",2
"A6","rhsB",1
"A6","rhsD",2
"A5","rne",2
"A5","rplF",2
"A6","rplF",1
"A6","rplF",1
"A6","rplL",1
"A6","rpoB",1
"A6","rpoD",1
"A6","sapC",1
"A6","shiA",1
"A6","spoT",2
"A5","thrA",2
"A6","tig",1
"A5","topA",2
"A5","uvrA",2
"A6","yadG",1
"A6","yadH",1
"A5","yahA",2
"A5","yahC",2
"A5","ybaL",2
"A5","ybeA",2
"A5","ybeB",2
"A5","ybeM",2
"A5","ybiN",2
"A5","ycbB",2
"A5","ycdM",2
"A5","ydhH",2
"A5","ydhK",2
"A6","ydjJ",1
"A6","ydjO",1
"A6","yeaS",1
"A5","yeeF",2
"A6","yeeF",1
"A6","yegB",1
"A6","yegM",2
"A5","yfaQ",2
"A6","yfcTU",1
"A5","yfeG",1
"A6","yfhM",1
"A6","ygaZ",1
"A6","ygaZ",1
"A5","ygbO",2
"A5","ygiN",2
"A5","ygjG",2
"A6","ygjI",1
"A6","yhdG",2
"A5","yhiU",1
"A5","yicC",2
"A6","yicL",1
"A6","yieH",1
"A5","yihP",2
"A6","ylcG",2
"A5","yliE",2
"A6","ynjB",1
