"population","gene","prop"
4,"barA",1
2,"bioB",1
4,"chbR",1
2,"cusA",1
4,"cytR",1
2,"dctA",1
4,"deoR",1
4,"dinB",1
4,"dtpA",1
4,"flgI",1
2,"flhB",1
4,"gcvA",1
2,"glrK",1
4,"hemA",1
4,"leuV",1
2,"modC",1
2,"mtr",1
4,"mutL",1
2,"mutS",1
2,"nrfD",1
1,"oppA",1
2,"oppA",1
4,"oppA",1
1,"paaK",1
1,"paaX",1
2,"paaX",1
4,"paaX",1
4,"phoR",1
4,"proC",1
2,"purR",1
1,"putA",1
1,"putP",1
2,"putP",1
4,"rho",1
2,"rimJ",1
4,"rlmM",1
1,"rpoB",1
2,"rpoB",1
4,"rpoB",1
1,"rpoC",1
2,"rpoC",1
2,"smg",1
2,"sstT",1
4,"sstT",1
4,"sucC",1
2,"tam",1
4,"tsaD",1
4,"tyrR",1
4,"uxuB",1
2,"yacH",1
2,"yadS",1
2,"yciW",1
4,"ydbA",1
4,"ydcO",1
2,"ygaQ",1
2,"yghJ",1
2,"yigG",1
2,"yigL",1
4,"ynfE",1
4,"ytfL",1
