"population","gene","prop"
"1G_2","aas",18.251
"1G_2","acpT",9.168
"1G_2","acrB",2.51
"1G_2","acrD",1.157
"1G_1","actP",1.282
"1G_2","actP",3.717
"1G_2","ade",2.209
"1G_1","ade",2.016
"1G_2","adhE",4.634
"1G_2","adhE",2.889
"1G_1","adhE",4.034
"1G_2","adrB",3.696
"1G_2","aegA",1.616
"1G_1","aegA",2.494
"1G_2","agaI",7.183
"1G_2","agaS",1.754
"1G_2","aidB",18.014
"1G_1","alaS",17.969
"1G_1","allB",34.234
"1G_1","alsC",2.02
"1G_1","alsK",8.207
"1G_1","amiC",1.106
"1G_2","amiD",12.575
"1G_2","ampE",2.073
"1G_1","amyA",18.681
"1G_1","anmK",4.558
"1G_1","anmK",3.143
"1G_1","anmK",15.126
"1G_1","appC",1.147
"1G_1","araC",5.539
"1G_2","araE",2.857
"1G_1","araE",10.2
"1G_2","argI",1.603
"1G_1","argO",1.524
"1G_2","aroC",1.806
"1G_2","aroP",5.818
"1G_1","arsB",2.744
"1G_2","asd",3.494
"1G_2","asnB",4.07
"1G_2","asr",1.04
"1G_1","baeR",31.651
"1G_2","barA",1.711
"1G_1","bcsA",16.537
"1G_1","bcsA",3.571
"1G_2","bcsC",9.624
"1G_2","bcsC",2.768
"1G_1","bcsG",5.693
"1G_1","bglA",3.509
"1G_1","bglF",1.842
"1G_2","bglF",4.102
"1G_2","bglH",2.023
"1G_2","bglX",1.299
"1G_2","bioA",4.773
"1G_1","cadC",7.47
"1G_2","caiA",1.657
"1G_2","caiC",2.143
"1G_2","carA",1.028
"1G_2","carA",1.211
"1G_2","casA",19.863
"1G_2","casC",15.808
"1G_2","cbpM",6.073
"1G_1","cca",1.028
"1G_2","cca",32.723
"1G_1","cdsA",8.121
"1G_1","cdsA",1.018
"1G_1","cfa",1.918
"1G_2","chbF",1.26
"1G_2","cheA",1.089
"1G_2","cirA",2.041
"1G_2","cld",2.11
"1G_1","clpA",99.007
"1G_1","clpA",3.31
"1G_1","cpsG",2.332
"1G_2","creB",3.499
"1G_1","csiE",1.385
"1G_1","cueO",11.395
"1G_2","cusB",1.132
"1G_1","cusS",1.028
"1G_2","cyaA",1.111
"1G_2","cydA",10.246
"1G_2","cydA",3.75
"1G_1","cysZ",1.629
"1G_2","dacC",16.695
"1G_1","dadA",8.191
"1G_1","dadX",3.618
"1G_1","dbpA",1.433
"1G_2","dcm",5.827
"1G_2","dcp",1.616
"1G_2","dcp",1.782
"1G_2","dcp",4.526
"1G_1","dcuA",1.044
"1G_1","dcuA",8.189
"1G_1","ddlA",1.354
"1G_1","ddpF",5.301
"1G_2","deaD",9.82
"1G_1","deaD",1.852
"1G_1","deoB",2.433
"1G_2","deoC",3.238
"1G_2","dgsA",5.357
"1G_2","diaA",1.307
"1G_1","dnaB",2.519
"1G_1","dnaE",1.289
"1G_2","dnaG",2.494
"1G_1","dnaQ",13.878
"1G_2","dnaT",2.216
"1G_2","dnaT",5.04
"1G_2","dnaX",2.283
"1G_2","downstream fis",2.171
"1G_2","downstream fis",2.691
"1G_1","downstream ymgD",2.01
"1G_2","dppA",10.981
"1G_2","dsbA",1.643
"1G_2","dtpD",1.59
"1G_1","dusA",4.728
"1G_1","dxs",99.718
"1G_1","ebgC",5.963
"1G_1","efeB",2.312
"1G_1","efeB",1.408
"1G_1","elaD",1.013
"1G_2","elfC",4.068
"1G_2","entF",10.786
"1G_2","envZ",3.052
"1G_1","eptA",3.101
"1G_2","eutC",4.436
"1G_1","eutK",1.392
"1G_2","evgA",3.274
"1G_1","evgS",2.347
"1G_2","exuT",6.157
"1G_2","fabF",1.48
"1G_1","fabI",21.154
"1G_1","fabR",1.062
"1G_2","fabR",2.767
"1G_1","fadD",4.432
"1G_1","fadE",30.152
"1G_1","fadH",2.261
"1G_1","fadL",32.53
"1G_2","fadR",2.862
"1G_1","fbaA",1.066
"1G_1","fcl",1.212
