"population","gene","prop"
"A1","astD",1
"A2","ECB01992",2
"A3","ECB01992",1
"A5","ECB01992",1
"A4","fis",2
"A5","hslU",1
"A3","iclR",1
"A4","iclR",2
"A3","ldrC",1
"A2","mrdA",2
"A4","mrdA",1
"A3","mrdB",1
"A6","mreC",2
"A6","nadR",2
"A6","prlA",2
"A1","pykF",1
"A1","pykF",1
"A2","pykF",2
"A3","pykF",1
"A3","pykF",1
"A4","pykF",2
"A5","pykF",1
"A5","pykF",1
"A6","pykF",2
"A2","rbsD",1
"A1","spoT",2
"A2","spoT",2
"A4","spoT",2
"A1","topA",2
"A5","topA",2
"A4","trkG",1
"A5","uvrA",1
"A3","wzzE",1
"A3","yabB",1
"A5","ybeB",2
"A4","ybiA",2
"A4","yeeA",1
"A5","yfaQ",2
"A6","ygiP",1
"A1","yhdX",1
"A3","yhhT",1
"A3","yijC",1
"A3","ytfN",1
