"population","gene","prop"
"A5","aes",1
"A1","araJ",2
"A5","arcA",1
"A6","arcA",2
"A5","ascB",1
"A3","asnB",2
"A5","cls",1
"A3","cycA",1
"A3","ECB_01992",1
"A5","ECB_02816",1
"A6","ECB_02816",1
"A1","elaD",1
"A6","envZ",1
"A5","fabF",2
"A3","fis",2
"A1","gltB",2
"A6","gntR",1
"A5","hpaI",1
"A1","hsdM",2
"A1","hslU",2
"A3","hslU",2
"A5","hslU",2
"A6","hslU",2
"A5","htpG",1
"A5","hyfA",1
"A6","iap",1
"A5","iclR",1
"A1","infB",2
"A5","infB",1
"A6","infC",2
"A5","ispF",1
"A3","ldrC",2
"A1","malT",2
"A3","malT",2
"A6","malT",1
"A6","malT",2
"A6","malT",1
"A5","marA",1
"A5","mdoB",1
"A6","menC",1
"A6","metH",1
"A3","metL",2
"A1","mrdA",2
"A3","mrdB",2
"A6","mreC",2
"A6","nadR",2
"A1","nagC",2
"A1","nirC",1
"A5","nrfE",1
"A6","oppD",2
"A1","pflB",1
"A1","pflC",2
"A6","prlA",2
"A1","pykF",2
"A3","pykF",2
"A5","pykF",2
"A6","pykF",2
"A5","rhsB",1
"A6","rhsD",2
"A3","rnd",2
"A5","rof",1
"A3","rpsG",2
"A1","rpsM",2
"A3","sdaA",1
"A5","smf",1
"A1","spoT",2
"A6","spoT",2
"A5","tolC",1
"A1","topA",2
"A3","topA",2
"A5","topA",2
"A5","tpiA",1
"A5","uvrA",2
"A1","xasA",1
"A3","yabN",2
"A1","ybaL",2
"A3","ybaL",2
"A5","ybaL",1
"A5","ybbY",1
"A3","ybcQ",2
"A5","ybeB",2
"A5","ycdM",1
"A1","yegI",2
"A6","yegM",2
"A5","yehM",1
"A5","yfaQ",2
"A1","yghJ",2
"A5","ygiN",1
"A5","yhbC",1
"A6","yhdG",2
"A5","yhdJ",1
"A5","yihF",1
"A5","yjcE",1
"A6","ylcG",2
"A5","ypdA",1
"A3","ytfN",2
