"selective_pressure","population","gene","frequency"
"no NaCl","m9p_ma7_1","accC",0
"no NaCl","m9p_ma7_2","accC",0
"no NaCl","m9p_ma7_3","accC",0
"no NaCl","m9p_ma7_1","acrA",0
"no NaCl","m9p_ma7_2","acrA",0
"no NaCl","m9p_ma7_3","acrA",0
"no NaCl","m9p_ma7_1","adiY",0
"no NaCl","m9p_ma7_2","adiY",0
"no NaCl","m9p_ma7_3","adiY",0
"no NaCl","m9p_ma7_1","ahpF",0
"no NaCl","m9p_ma7_2","ahpF",0
"no NaCl","m9p_ma7_3","ahpF",0
"no NaCl","m9p_ma7_1","alsA",0
"no NaCl","m9p_ma7_2","alsA",0
"no NaCl","m9p_ma7_3","alsA",0
"no NaCl","m9p_ma7_1","alsK",0
"no NaCl","m9p_ma7_2","alsK",0
"no NaCl","m9p_ma7_3","alsK",0
"no NaCl","m9p_ma7_1","ampE",0
"no NaCl","m9p_ma7_2","ampE",0
"no NaCl","m9p_ma7_3","ampE",0
"no NaCl","m9p_ma7_1","ansA",0
"no NaCl","m9p_ma7_2","ansA",0
"no NaCl","m9p_ma7_3","ansA",0
"no NaCl","m9p_ma7_1","araC",0
"no NaCl","m9p_ma7_1","araC",0
"no NaCl","m9p_ma7_1","araC",0
"no NaCl","m9p_ma7_1","araC",0
"no NaCl","m9p_ma7_1","araC",0
"no NaCl","m9p_ma7_1","araC",0
"no NaCl","m9p_ma7_1","araC",0
"no NaCl","m9p_ma7_1","araC",0
"no NaCl","m9p_ma7_1","araC",0
"no NaCl","m9p_ma7_2","araC",1
"no NaCl","m9p_ma7_2","araC",1
"no NaCl","m9p_ma7_2","araC",1
"no NaCl","m9p_ma7_2","araC",1
"no NaCl","m9p_ma7_2","araC",1
"no NaCl","m9p_ma7_2","araC",1
"no NaCl","m9p_ma7_2","araC",1
"no NaCl","m9p_ma7_2","araC",1
"no NaCl","m9p_ma7_2","araC",1
"no NaCl","m9p_ma7_3","araC",0
"no NaCl","m9p_ma7_3","araC",0
"no NaCl","m9p_ma7_3","araC",0
"no NaCl","m9p_ma7_3","araC",0
"no NaCl","m9p_ma7_3","araC",0
"no NaCl","m9p_ma7_3","araC",0
"no NaCl","m9p_ma7_3","araC",0
"no NaCl","m9p_ma7_3","araC",0
"no NaCl","m9p_ma7_3","araC",0
"no NaCl","m9p_ma7_1","aroH",0
"no NaCl","m9p_ma7_2","aroH",0
"no NaCl","m9p_ma7_3","aroH",0
"no NaCl","m9p_ma7_1","aroP",0
"no NaCl","m9p_ma7_2","aroP",0
"no NaCl","m9p_ma7_3","aroP",0
"no NaCl","m9p_ma7_1","atpA",0
"no NaCl","m9p_ma7_2","atpA",0
"no NaCl","m9p_ma7_3","atpA",0
"no NaCl","m9p_ma7_1","barA",0
"no NaCl","m9p_ma7_2","barA",0
"no NaCl","m9p_ma7_3","barA",0
"no NaCl","m9p_ma7_1","cbpA",0
"no NaCl","m9p_ma7_2","cbpA",0
"no NaCl","m9p_ma7_3","cbpA",0
"no NaCl","m9p_ma7_1","clpX",0
"no NaCl","m9p_ma7_2","clpX",0
"no NaCl","m9p_ma7_3","clpX",0
"no NaCl","m9p_ma7_1","codA",0
"no NaCl","m9p_ma7_2","codA",0
"no NaCl","m9p_ma7_3","codA",0
"no NaCl","m9p_ma7_1","crl",1
"no NaCl","m9p_ma7_1","crl",1
"no NaCl","m9p_ma7_2","crl",1
"no NaCl","m9p_ma7_2","crl",1
"no NaCl","m9p_ma7_3","crl",1
"no NaCl","m9p_ma7_3","crl",1
"no NaCl","m9p_ma7_1","cynX",0
"no NaCl","m9p_ma7_2","cynX",0
"no NaCl","m9p_ma7_3","cynX",0
"no NaCl","m9p_ma7_1","dhaM",0
"no NaCl","m9p_ma7_2","dhaM",0
"no NaCl","m9p_ma7_3","dhaM",0
"no NaCl","m9p_ma7_1","dinG",0
"no NaCl","m9p_ma7_2","dinG",0
"no NaCl","m9p_ma7_3","dinG",0
"no NaCl","m9p_ma7_1","dnaE",0
"no NaCl","m9p_ma7_2","dnaE",0
"no NaCl","m9p_ma7_3","dnaE",0
"no NaCl","m9p_ma7_1","feaB",0
"no NaCl","m9p_ma7_2","feaB",0
"no NaCl","m9p_ma7_3","feaB",0
"no NaCl","m9p_ma7_1","fhlA",0
"no NaCl","m9p_ma7_2","fhlA",0
"no NaCl","m9p_ma7_3","fhlA",0
"no NaCl","m9p_ma7_1","fhuA",0
"no NaCl","m9p_ma7_2","fhuA",0
"no NaCl","m9p_ma7_3","fhuA",0
"no NaCl","m9p_ma7_1","fieF",0
"no NaCl","m9p_ma7_2","fieF",0
"no NaCl","m9p_ma7_3","fieF",0
"no NaCl","m9p_ma7_1","fimA",0
"no NaCl","m9p_ma7_2","fimA",0
"no NaCl","m9p_ma7_3","fimA",0
"no NaCl","m9p_ma7_1","flhA",0
"no NaCl","m9p_ma7_2","flhA",0
"no NaCl","m9p_ma7_3","flhA",0
"no NaCl","m9p_ma7_1","flhB",0
"no NaCl","m9p_ma7_2","flhB",0
"no NaCl","m9p_ma7_3","flhB",0
"no NaCl","m9p_ma7_1","fliF",0
"no NaCl","m9p_ma7_2","fliF",0
"no NaCl","m9p_ma7_3","fliF",0
"no NaCl","m9p_ma7_1","frsA",0
"no NaCl","m9p_ma7_2","frsA",0
"no NaCl","m9p_ma7_3","frsA",0
"no NaCl","m9p_ma7_1","fucI",0
"no NaCl","m9p_ma7_1","fucI",0
"no NaCl","m9p_ma7_2","fucI",0
"no NaCl","m9p_ma7_2","fucI",0
"no NaCl","m9p_ma7_3","fucI",0
"no NaCl","m9p_ma7_3","fucI",0
"no NaCl","m9p_ma7_1","fumC",0
"no NaCl","m9p_ma7_2","fumC",0
"no NaCl","m9p_ma7_3","fumC",0
"no NaCl","m9p_ma7_1","gabP",0
"no NaCl","m9p_ma7_2","gabP",0
"no NaCl","m9p_ma7_3","gabP",0
"no NaCl","m9p_ma7_1","gadB",0
"no NaCl","m9p_ma7_1","gadB",0
"no NaCl","m9p_ma7_2","gadB",0
"no NaCl","m9p_ma7_2","gadB",0
"no NaCl","m9p_ma7_3","gadB",0
"no NaCl","m9p_ma7_3","gadB",0
"no NaCl","m9p_ma7_1","gadW",0
"no NaCl","m9p_ma7_2","gadW",1
"no NaCl","m9p_ma7_3","gadW",0
"no NaCl","m9p_ma7_1","galS",0
"no NaCl","m9p_ma7_2","galS",0
"no NaCl","m9p_ma7_3","galS",0
"no NaCl","m9p_ma7_1","garR",0
"no NaCl","m9p_ma7_2","garR",0
"no NaCl","m9p_ma7_3","garR",0
"no NaCl","m9p_ma7_1","gatC",1
"no NaCl","m9p_ma7_2","gatC",1
"no NaCl","m9p_ma7_3","gatC",1
"no NaCl","m9p_ma7_1","gldA",0
"no NaCl","m9p_ma7_2","gldA",0
"no NaCl","m9p_ma7_3","gldA",0
"no NaCl","m9p_ma7_1","glpR",1
"no NaCl","m9p_ma7_2","glpR",1
"no NaCl","m9p_ma7_3","glpR",1
"no NaCl","m9p_ma7_1","glsA",0
"no NaCl","m9p_ma7_2","glsA",0
"no NaCl","m9p_ma7_3","glsA",0
"no NaCl","m9p_ma7_1","gltB",0
"no NaCl","m9p_ma7_2","gltB",0
"no NaCl","m9p_ma7_3","gltB",0
"no NaCl","m9p_ma7_1","gltF",0
"no NaCl","m9p_ma7_2","gltF",0
"no NaCl","m9p_ma7_3","gltF",0
"no NaCl","m9p_ma7_1","glxK",0
"no NaCl","m9p_ma7_2","glxK",0
"no NaCl","m9p_ma7_3","glxK",0
"no NaCl","m9p_ma7_1","gspK",0
"no NaCl","m9p_ma7_2","gspK",0
"no NaCl","m9p_ma7_3","gspK",0
"no NaCl","m9p_ma7_1","gtrS",0
"no NaCl","m9p_ma7_2","gtrS",0
"no NaCl","m9p_ma7_3","gtrS",0
"no NaCl","m9p_ma7_1","hemY",0
"no NaCl","m9p_ma7_2","hemY",0
"no NaCl","m9p_ma7_3","hemY",0
"no NaCl","m9p_ma7_1","hrpA",0
"no NaCl","m9p_ma7_2","hrpA",0
"no NaCl","m9p_ma7_3","hrpA",0
"no NaCl","m9p_ma7_1","hsdR",0
"no NaCl","m9p_ma7_2","hsdR",0
"no NaCl","m9p_ma7_3","hsdR",0
"no NaCl","m9p_ma7_1","insA",0
"no NaCl","m9p_ma7_2","insA",0
"no NaCl","m9p_ma7_3","insA",0
"no NaCl","m9p_ma7_1","insB1insA",1
"no NaCl","m9p_ma7_2","insB1insA",1
"no NaCl","m9p_ma7_3","insB1insA",1
"no NaCl","m9p_ma7_1","intF",0
"no NaCl","m9p_ma7_2","intF",0
"no NaCl","m9p_ma7_3","intF",0
"no NaCl","m9p_ma7_1","lnt",0
"no NaCl","m9p_ma7_2","lnt",0
"no NaCl","m9p_ma7_3","lnt",0
"no NaCl","m9p_ma7_1","maeA",0
"no NaCl","m9p_ma7_2","maeA",0
"no NaCl","m9p_ma7_3","maeA",0
"no NaCl","m9p_ma7_1","mdtC",0
"no NaCl","m9p_ma7_2","mdtC",0
"no NaCl","m9p_ma7_3","mdtC",0
"no NaCl","m9p_ma7_1","mfd",0
"no NaCl","m9p_ma7_2","mfd",0
"no NaCl","m9p_ma7_3","mfd",0
"no NaCl","m9p_ma7_1","minC",0
"no NaCl","m9p_ma7_2","minC",0
"no NaCl","m9p_ma7_3","minC",0
"no NaCl","m9p_ma7_1","mnmG",0
"no NaCl","m9p_ma7_2","mnmG",0
"no NaCl","m9p_ma7_3","mnmG",0
"no NaCl","m9p_ma7_1","mrcA",0
"no NaCl","m9p_ma7_2","mrcA",0
"no NaCl","m9p_ma7_3","mrcA",0
"no NaCl","m9p_ma7_1","mrdA",1
"no NaCl","m9p_ma7_2","mrdA",0
"no NaCl","m9p_ma7_3","mrdA",0
"no NaCl","m9p_ma7_1","msrB",0
"no NaCl","m9p_ma7_1","msrB",0
"no NaCl","m9p_ma7_2","msrB",0
"no NaCl","m9p_ma7_2","msrB",0
"no NaCl","m9p_ma7_3","msrB",0
"no NaCl","m9p_ma7_3","msrB",0
"no NaCl","m9p_ma7_1","murF",0
"no NaCl","m9p_ma7_2","murF",0
"no NaCl","m9p_ma7_3","murF",0
"no NaCl","m9p_ma7_1","mutL",0
"no NaCl","m9p_ma7_2","mutL",0
"no NaCl","m9p_ma7_3","mutL",0
"no NaCl","m9p_ma7_1","mutS",0
