"population","gene","prop"
"A1","araJ",2
"A6","arcA",2
"A1","arcB",2
"A5","blr",2
"A5","cls",2
"A1","dhaM",2
"A1","ebgR",2
"A5","ECB01081",2
"A3","ECB01510",2
"A3","ECB02013",2
"A1","ECB02816",2
"A3","ECB02816",2
"A6","ECB02816",2
"A5","ECB02852",2
"A3","ECB03822",2
"A3","envZ",2
"A6","envZ",2
"A5","fabF",2
"A1","fimA",2
"A3","fimA",2
"A3","fis",2
"A3","ggt",2
"A1","glpE",2
"A3","glpR",2
"A1","gltB",2
"A1","gltI",2
"A5","hsdS",2
"A1","hslU",2
"A3","hslU",2
"A5","hslU",2
"A6","hslU",2
"A5","hyfA",2
"A5","iap",2
"A6","iap",2
"A1","iclR",2
"A3","iclR",2
"A5","iclR",2
"A1","infB",2
"A5","infB",2
"A6","infC",2
"A3","ldrC",2
"A1","malT",2
"A3","malT",2
"A6","malT",2
"A6","malT",2
"A6","malT",2
"A5","menC",2
"A6","metH",2
"A3","metL",2
"A1","mrdA",2
"A3","mrdB",2
"A6","mreC",2
"A1","nadR",2
"A3","nadR",2
"A5","nadR",2
"A6","nadR",2
"A1","nagC",2
"A6","oppD",2
"A1","pcnB",2
"A1","pflC",2
"A5","plsB",2
"A6","prlA",2
"A5","pykA",2
"A1","pykF",2
"A3","pykF",2
"A5","pykF",2
"A6","pykF",2
"A6","recO",2
"A6","rhsD",2
"A5","rne",2
"A3","rplS",2
"A1","rpsD",2
"A3","rpsG",2
"A1","rpsM",2
"A1","spoT",2
"A6","spoT",2
"A5","thrA",2
"A1","topA",2
"A3","topA",2
"A5","topA",2
"A5","uvrA",2
"A3","waaT",2
"A3","yaaH",2
"A1","ybaL",2
"A3","ybaL",2
"A5","ybaL",2
"A3","ybcQ",2
"A5","ybeB",2
"A3","ybeF",2
"A5","ybeM",2
"A5","ycdM",2
"A1","yegI",2
"A6","yegM",2
"A5","yfaQ",2
"A1","yghJ",2
"A5","ygiN",2
"A6","yhdG",2
"A6","ylcG",2
"A1","ynjI",2
"A3","ytfN",2
