"population","gene","prop"
"A2","ECB00814 ECB00815 ECB00816 ECB00817 ECB00818 ECB00819 ECB00820 ECB00821 ECB00822 ECB00823 ECB00824 ECB00825 ECB00826 ECB00827 ECB00828 ECB00829 ECB00830 ECB00831 ECB00832 ECB00833 ECB00834 ECB00835 ECB00836 ECB00837 ECB00838 ECB00839 ECB00840 ECB00841 ECB00842 ECB00843 ECB00844 ECB00845 ECB00846 tfaE ECB00848 ECB00849 ECB00850 ECB00851",1
"A2","ECB01992",2
"A3","ECB01992",1
"A3","mreD",1
"A2","pykF",1
"A4","pykF",2
"A1","rbsD rbsA",1
"A1","rbsD rbsA rbsC",1
"A3","rbsD rbsA rbsC rbsB rbsK rbsR",1
"A5","rbsD rbsA rbsC rbsB rbsK rbsR",2
"A2","rbsD rbsA rbsC rbsB rbsK rbsR yieO",1
"A6","rbsD rbsA rbsC rbsB rbsK rbsR yieO yieP",1
"A1","rnhA",1
"A4","spoT",2
"A1","topA",2
"A3","topA",1
"A5","topA",2
"A6","topA",1
"A1","uvrB",1
"A2","wecF",1
"A5","yfaQ",2
"A1","yijC",2
"A2","yijC",1
