"population","gene","prop"
"B2","aceF","0.727"
"B2","aceF","0.727"
"B2","aceF","0.727"
"B2","aceF","0.727"
"B2","aceF","0.727"
"B2","acoR","1"
"B2","acoR","0.028"
"B2","acoR","0.028"
"B2","acoR","0.028"
"B2","amrB","1"
"B2","amrB","1"
"B2","amrB","1"
"B2","amrB","1"
"B2","amrB","1"
"B2","amrB","1"
"B2","aprA","0.021"
"B1","argA","10.80%"
"B1","argA","10.80%"
"B2","benD","0.03"
"B2","benD","0.03"
"B2","benD","0.03"
"B2","benD","0.029"
"B2","cheA","0.073"
"B2","cheA","0.073"
"B2","cheA","0.073"
"B2","cheA","0.073"
"B2","cobA","1"
"B2","cobA","1"
"B2","cobB","0.072"
"B1","creC","2.80%"
"B2","cynS","1"
"B2","cynS","1"
"B2","cynS","1"
"B2","cynS","1"
"B2","cynS","1"
"B2","cynS","1"
"B1","dnaX","4.90%"
"B1","eno","2.70%"
"B2","fabG","0.025"
"B1","flgI","3.40%"
"B1","flgK","5.20%"
"B2","fliC","1"
"B2","fliC","1"
"B2","fptA","0.029"
"B2","fpvA","0.045"
"B2","ftsZ","1"
"B2","ftsZ","1"
"B2","ftsZ","1"
"B2","ftsZ","1"
"B2","ftsZ","1"
"B1","fusA2","3.50%"
"B2","gabT","0.614"
"B2","gabT","0.614"
"B2","gabT","0.614"
"B2","gabT","0.614"
"B2","gcvH2","1"
"B2","glnE","1"
"B2","glpQ","0.042"
"B2","glpQ","0.042"
"B2","gnyA","0.078"
"B2","gnyA","0.078"
"B2","gnyA","0.078"
"B2","gnyA","0.078"
"B1","groEL","6.40%"
"B1","groES","9.30%"
"B2","hcnA","0.066"
"B2","hcpD","0.135"
"B2","hcpD","0.146"
"B2","hcpD","0.135"
"B2","hcpD","0.146"
"B2","hflX","0.042"
"B2","hflX","0.042"
"B2","hitA","1"
"B2","hitB","0.036"
"B2","hitB","0.037"
"B2","hitB","0.036"
"B2","hitB","0.037"
"B1","lysA","2.10%"
"B2","mexH","1"
"B1","morA","16.10%"
"B2","mtlY","0.039"
"B2","mtlY","0.039"
"B2","mtlY","0.039"
"B2","mtlY","0.039"
"B2","murG","0.027"
"B2","mutS","1"
"B2","mutS","1"
"B2","mutS","1"
"B2","nrdA","1"
"B2","nuoF","1"
"B2","nuoF","0.955"
"B2","nuoF","0.955"
"B2","nuoF","0.955"
"B2","orfH","1"
"B2","orfH","1"
"B1","orfK","7.80%"
"B2","orfN","0.077"
"B2","orfN","0.077"
"B2","orfN","0.077"
"B2","orfN","0.077"
"B2","orfN","0.077"
"B2","orfN","0.077"
"B2","orfN","0.077"
"B2","orfN","0.077"
"B2","orfN","0.077"
"B2","orfN","0.077"
"B2","PA1400490","1"
"B2","PA1400490","1"
"B2","PA1400510","0.055"
"B2","PA1400530","0.026"
"B2","PA1400530","0.026"
"B2","PA1400740","1"
"B2","PA1400760","0.108"
"B2","PA1400760","0.108"
"B2","PA1400760","0.108"
"B2","PA1400760","0.108"
"B2","PA1400760","0.108"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
