"population","gene","prop"
"B2","aceE","0.099"
"B2","aceF","1"
"B2","aceF","1"
"B2","aceF","1"
"B2","aceF","1"
"B2","aceF","1"
"B2","acoR","1"
"B2","actP","0.059"
"B2","actP","0.059"
"B1","ampC","3.50%"
"B1","ampC","3.60%"
"B1","ampC","3.60%"
"B1","ampC","3.60%"
"B2","amrB","1"
"B2","amrB","1"
"B2","amrB","1"
"B2","amrB","1"
"B2","amrB","1"
"B2","amrB","1"
"B2","amrB","0.019"
"B1","anr","28.10%"
"B1","anr","74.70%"
"B2","anr","0.077"
"B2","anr","0.077"
"B2","anr","0.077"
"B1","aph","3.80%"
"B2","aprE","0.017"
"B1","argA","100%"
"B1","argA","2.50%"
"B2","aroK","0.109"
"B2","bacA","0.042"
"B1","betT1","91.20%"
"B2","bioF","0.032"
"B1","bkdA1","64.40%"
"B1","bkdA2","19.50%"
"B2","braD","0.038"
"B2","braD","0.038"
"B2","cafA","0.172"
"B2","cafA","0.172"
"B1","carB","93.50%"
"B1","cheB","1.90%"
"B2","cioB","0.027"
"B2","cobA","1"
"B2","cobA","1"
"B1","cobN","5.20%"
"B1","cupA1","29.50%"
"B2","cupD2","0.111"
"B2","cyaB","0.429"
"B2","cyaB","0.429"
"B2","cyaB","0.429"
"B2","cynS","1"
"B2","cynS","1"
"B2","cynS","1"
"B2","cynS","1"
"B2","cynS","1"
"B2","cynS","1"
"B1","cysG","76.30%"
"B1","czcC","7.80%"
"B1","czcC","7.90%"
"B2","dnaX","0.32"
"B1","dxs","8.10%"
"B1","exoU","1.70%"
"B2","exoU","0.256"
"B2","exoU","0.256"
"B2","exoU","0.081"
"B1","exsC","100%"
"B2","exsC","1"
"B1","ffh","7.60%"
"B2","fleQ","0.104"
"B1","flgB","65.20%"
"B2","flgD","0.029"
"B2","flgD","0.029"
"B2","flgE","0.079"
"B2","flhB","0.234"
"B1","flhF","65.90%"
"B2","fliC","1"
"B2","fliC","1"
"B2","fliH","0.4"
"B2","fliH","0.4"
"B1","fruA","18.30%"
"B2","ftsZ","1"
"B2","ftsZ","1"
"B2","ftsZ","1"
"B2","ftsZ","1"
"B2","ftsZ","1"
"B1","gbuR","9.60%"
"B2","gcvH2","1"
"B1","gcvP1","1.90%"
"B2","gcvT","0.032"
"B2","gcvT","0.032"
"B2","gcvT","0.038"
"B2","glnE","1"
"B1","glpD","18.80%"
"B2","glpD","0.271"
"B2","glpR","0.079"
"B2","glpR","0.079"
"B2","glpR","0.079"
"B2","glpR","0.079"
"B1","gltK","21.90%"
"B2","gltK","0.033"
"B2","gltP","0.02"
"B1","gltR","21.70%"
"B2","gltR","0.456"
"B2","gltR","0.456"
"B2","gltR","0.456"
"B2","gltR","0.456"
"B2","glyA","0.041"
"B1","gnd","8.30%"
"B1","gnyD","19.80%"
