"population","gene","prop"
3,"aaaE","day_42"
3,"aaaE","day_42"
3,"aaaE","day_42"
4,"aaaE","day_42"
4,"aaaE","day_42"
4,"aaaE","day_42"
6,"aaaE","day_42"
6,"aaaE","day_42"
6,"aaaE","day_42"
3,"aceF","day_42"
3,"aceF","day_42"
3,"aceF","day_42"
3,"aceF","day_42"
3,"aceF","day_42"
4,"aceF","day_42"
4,"aceF","day_42"
4,"aceF","day_42"
4,"aceF","day_42"
4,"aceF","day_42"
6,"aceF","day_42"
6,"aceF","day_42"
6,"aceF","day_42"
6,"aceF","day_42"
6,"aceF","day_42"
3,"argD","day_42"
4,"argD","day_42"
6,"argD","day_42"
3,"argE","day_42"
4,"argE","day_42"
6,"argE","day_42"
3,"argO","day_42"
4,"argO","day_42"
6,"argO","day_42"
3,"asd","day_42"
4,"asd","day_42"
6,"asd","day_42"
3,"bcsA","day_42"
3,"bcsA","day_42"
4,"bcsA","day_42"
4,"bcsA","day_42"
6,"bcsA","day_42"
6,"bcsA","day_42"
3,"bcsB","day_42"
3,"bcsB","day_42"
3,"bcsB","day_42"
3,"bcsB","day_42"
4,"bcsB","day_42"
4,"bcsB","day_42"
4,"bcsB","day_42"
4,"bcsB","day_42"
6,"bcsB","day_42"
6,"bcsB","day_42"
6,"bcsB","day_42"
6,"bcsB","day_42"
3,"bcsG","day_42"
4,"bcsG","day_42"
6,"bcsG","day_42"
3,"carB","day_42"
3,"carB","day_42"
3,"carB","day_42"
3,"carB","day_42"
3,"carB","day_42"
3,"carB","day_42"
3,"carB","day_42"
3,"carB","day_42"
4,"carB","day_42"
4,"carB","day_42"
4,"carB","day_42"
4,"carB","day_42"
4,"carB","day_42"
4,"carB","day_42"
4,"carB","day_42"
4,"carB","day_42"
6,"carB","day_42"
6,"carB","day_42"
6,"carB","day_42"
6,"carB","day_42"
6,"carB","day_42"
6,"carB","day_42"
6,"carB","day_42"
6,"carB","day_42"
3,"ccmB","day_42"
3,"ccmB","day_42"
3,"ccmB","day_42"
4,"ccmB","day_42"
4,"ccmB","day_42"
4,"ccmB","day_42"
6,"ccmB","day_42"
6,"ccmB","day_42"
6,"ccmB","day_42"
3,"copA","day_42"
3,"copA","day_42"
3,"copA","day_42"
4,"copA","day_42"
4,"copA","day_42"
4,"copA","day_42"
6,"copA","day_42"
6,"copA","day_42"
6,"copA","day_42"
3,"feaB","day_42"
3,"feaB","day_42"
3,"feaB","day_42"
4,"feaB","day_42"
4,"feaB","day_42"
4,"feaB","day_42"
6,"feaB","day_42"
6,"feaB","day_42"
6,"feaB","day_42"
3,"fixC","day_42"
3,"fixC","day_42"
3,"fixC","day_42"
4,"fixC","day_42"
4,"fixC","day_42"
4,"fixC","day_42"
6,"fixC","day_42"
6,"fixC","day_42"
6,"fixC","day_42"
3,"gltB","day_42"
4,"gltB","day_42"
6,"gltB","day_42"
3,"gltD","day_42"
3,"gltD","day_42"
3,"gltD","day_42"
3,"gltD","day_42"
3,"gltD","day_42"
4,"gltD","day_42"
4,"gltD","day_42"
4,"gltD","day_42"
4,"gltD","day_42"
4,"gltD","day_42"
6,"gltD","day_42"
6,"gltD","day_42"
6,"gltD","day_42"
6,"gltD","day_42"
6,"gltD","day_42"
3,"greA","day_42"
4,"greA","day_42"
6,"greA","day_42"
3,"helD","day_42"
3,"helD","day_42"
3,"helD","day_42"
4,"helD","day_42"
4,"helD","day_42"
4,"helD","day_42"
6,"helD","day_42"
6,"helD","day_42"
6,"helD","day_42"
3,"hisP","day_42"
4,"hisP","day_42"
6,"hisP","day_42"
3,"icd","day_42"
3,"icd","day_42"
3,"icd","day_42"
3,"icd","day_42"
4,"icd","day_42"
4,"icd","day_42"
4,"icd","day_42"
4,"icd","day_42"
6,"icd","day_42"
6,"icd","day_42"
6,"icd","day_42"
6,"icd","day_42"
3,"lhr","day_42"
3,"lhr","day_42"
3,"lhr","day_42"
3,"lhr","day_42"
3,"lhr","day_42"
4,"lhr","day_42"
4,"lhr","day_42"
4,"lhr","day_42"
4,"lhr","day_42"
4,"lhr","day_42"
6,"lhr","day_42"
6,"lhr","day_42"
6,"lhr","day_42"
6,"lhr","day_42"
6,"lhr","day_42"
3,"lysC","day_42"
4,"lysC","day_42"
6,"lysC","day_42"
3,"mltF","day_42"
3,"mltF","day_42"
3,"mltF","day_42"
4,"mltF","day_42"
4,"mltF","day_42"
4,"mltF","day_42"
6,"mltF","day_42"
6,"mltF","day_42"
6,"mltF","day_42"
3,"mqo","day_42"
3,"mqo","day_42"
3,"mqo","day_42"
4,"mqo","day_42"
4,"mqo","day_42"
4,"mqo","day_42"
6,"mqo","day_42"
6,"mqo","day_42"
6,"mqo","day_42"
3,"pbpC","day_42"
3,"pbpC","day_42"
3,"pbpC","day_42"
4,"pbpC","day_42"
4,"pbpC","day_42"
4,"pbpC","day_42"
6,"pbpC","day_42"
6,"pbpC","day_42"
6,"pbpC","day_42"
3,"polA","day_42"
3,"polA","day_42"
3,"polA","day_42"
4,"polA","day_42"
4,"polA","day_42"
4,"polA","day_42"
6,"polA","day_42"
6,"polA","day_42"
6,"polA","day_42"
3,"prlF","day_42"
4,"prlF","day_42"
6,"prlF","day_42"
3,"proA","day_42"
4,"proA","day_42"
6,"proA","day_42"
3,"proP","day_42"
4,"proP","day_42"
6,"proP","day_42"
3,"proY","day_42"
4,"proY","day_42"
6,"proY","day_42"
3,"pspF","day_42"
3,"pspF","day_42"
3,"pspF","day_42"
4,"pspF","day_42"
4,"pspF","day_42"
4,"pspF","day_42"
6,"pspF","day_42"
6,"pspF","day_42"
6,"pspF","day_42"
3,"puuB","day_42"
3,"puuB","day_42"
3,"puuB","day_42"
4,"puuB","day_42"
4,"puuB","day_42"
4,"puuB","day_42"
6,"puuB","day_42"
6,"puuB","day_42"
6,"puuB","day_42"
3,"rapA","day_42"
3,"rapA","day_42"
4,"rapA","day_42"
4,"rapA","day_42"
6,"rapA","day_42"
6,"rapA","day_42"
3,"rcsC","day_42"
4,"rcsC","day_42"
6,"rcsC","day_42"
3,"rne","day_42"
3,"rne","day_42"
3,"rne","day_42"
4,"rne","day_42"
4,"rne","day_42"
4,"rne","day_42"
6,"rne","day_42"
6,"rne","day_42"
6,"rne","day_42"
3,"rpoC","day_42"
3,"rpoC","day_42"
3,"rpoC","day_42"
3,"rpoC","day_42"
4,"rpoC","day_42"
4,"rpoC","day_42"
4,"rpoC","day_42"
4,"rpoC","day_42"
6,"rpoC","day_42"
6,"rpoC","day_42"
6,"rpoC","day_42"
6,"rpoC","day_42"
3,"rsxC","day_42"
3,"rsxC","day_42"
3,"rsxC","day_42"
4,"rsxC","day_42"
4,"rsxC","day_42"
4,"rsxC","day_42"
6,"rsxC","day_42"
6,"rsxC","day_42"
6,"rsxC","day_42"
3,"srmB","day_42"
3,"srmB","day_42"
3,"srmB","day_42"
4,"srmB","day_42"
4,"srmB","day_42"
4,"srmB","day_42"
6,"srmB","day_42"
6,"srmB","day_42"
6,"srmB","day_42"
3,"sufB","day_42"
3,"sufB","day_42"
4,"sufB","day_42"
4,"sufB","day_42"
6,"sufB","day_42"
6,"sufB","day_42"
3,"sufC","day_42"
4,"sufC","day_42"
6,"sufC","day_42"
3,"topA","day_42"
3,"topA","day_42"
3,"topA","day_42"
4,"topA","day_42"
4,"topA","day_42"
4,"topA","day_42"
6,"topA","day_42"
6,"topA","day_42"
6,"topA","day_42"
3,"yaiS","day_42"
4,"yaiS","day_42"
6,"yaiS","day_42"
3,"ydbA","day_42"
3,"ydbA","day_42"
3,"ydbA","day_42"
3,"ydbA","day_42"
3,"ydbA","day_42"
4,"ydbA","day_42"
4,"ydbA","day_42"
4,"ydbA","day_42"
4,"ydbA","day_42"
4,"ydbA","day_42"
6,"ydbA","day_42"
6,"ydbA","day_42"
6,"ydbA","day_42"
6,"ydbA","day_42"
6,"ydbA","day_42"
3,"yeeJ","day_42"
3,"yeeJ","day_42"
3,"yeeJ","day_42"
3,"yeeJ","day_42"
3,"yeeJ","day_42"
4,"yeeJ","day_42"
4,"yeeJ","day_42"
4,"yeeJ","day_42"
4,"yeeJ","day_42"
4,"yeeJ","day_42"
6,"yeeJ","day_42"
6,"yeeJ","day_42"
6,"yeeJ","day_42"
6,"yeeJ","day_42"
6,"yeeJ","day_42"
3,"yeeR","day_42"
3,"yeeR","day_42"
3,"yeeR","day_42"
4,"yeeR","day_42"
4,"yeeR","day_42"
4,"yeeR","day_42"
6,"yeeR","day_42"
6,"yeeR","day_42"
6,"yeeR","day_42"
3,"yehH","day_42"
3,"yehH","day_42"
3,"yehH","day_42"
3,"yehH","day_42"
4,"yehH","day_42"
4,"yehH","day_42"
4,"yehH","day_42"
4,"yehH","day_42"
6,"yehH","day_42"
6,"yehH","day_42"
6,"yehH","day_42"
6,"yehH","day_42"
3,"ygcB","day_42"
4,"ygcB","day_42"
6,"ygcB","day_42"
3,"ypaA","day_42"
4,"ypaA","day_42"
6,"ypaA","day_42"
