"population","gene","prop"
"1G_2","aaeR",1.792
"1G_2","aas",8.617
"1G_1","aceA",1.143
"1G_1","aceE",16.667
"1G_2","acpT",1.272
"1G_2","acrB",6.63
"1G_2","acrD",2.97
"1G_1","actP",4.651
"1G_2","actP",1.802
"1G_2","ade",1.519
"1G_1","ade",1.686
"1G_2","adhE",2.387
"1G_2","adhE",1.538
"1G_1","adk",2.429
"1G_2","adrB",2.231
"1G_1","aegA",4.698
"1G_1","agaD",20.041
"1G_2","agaI",3.461
"1G_2","aidB",10.82
"1G_1","aldA",1.102
"1G_1","allB",19.342
"1G_2","allC",1.244
"1G_1","alsC",1.124
"1G_2","amiD",2.955
"1G_1","ampE",19.256
"1G_1","ampG",2.306
"1G_1","anmK",2.406
"1G_1","anmK",17.188
"1G_1","appC",1.437
"1G_2","araE",2.366
"1G_1","araG",18.16
"1G_2","argI",1.779
"1G_1","argO",1.396
"1G_1","argO",14.8
"1G_1","arsB",3.969
"1G_1","ascB",1.386
"1G_2","astC",1.285
"1G_1","baeR",18.026
"1G_2","bcsB",1.253
"1G_2","bcsC",2.184
"1G_1","bcsG",8.498
"1G_2","bglF",4
"1G_2","bssS",1.553
"1G_2","caiA",1.093
"1G_2","carB",1.095
"1G_2","casA",9.855
"1G_2","casC",7.388
"1G_1","cca",1.386
"1G_2","cca",32.168
"1G_1","cdsA",1.277
"1G_1","cfa",3.14
"1G_1","chbB",15.924
"1G_1","chbC",16.667
"1G_2","cheA",1.764
"1G_1","cheZ",1.19
"1G_1","clpA",78.118
"1G_2","clpB",1.898
"1G_1","cls",1.102
"1G_2","cobU",1.029
"1G_2","corA",1.948
"1G_1","cpsG",4.092
"1G_2","creB",1.037
"1G_2","csgB",3.501
"1G_2","csgF",1.002
"1G_2","csgG",1.527
"1G_1","cspH",1.014
"1G_1","cusS",2.004
"1G_2","cydA",1.341
"1G_2","cydA",1.062
"1G_1","cysA",1.034
"1G_2","cysS",1.576
"1G_2","cysU",1.754
"1G_1","cysW",6.574
"1G_2","dacC",11.81
"1G_2","dcp",1.418
"1G_2","dcp",2
"1G_2","deaD",5.283
"1G_2","degP",1.834
"1G_1","deoA",14.345
"1G_2","deoC",2.686
"1G_1","dgoA",1.16
"1G_2","dgoT",1.524
"1G_2","dgsA",1.163
"1G_1","dinG",1.57
"1G_1","dinI",1.58
"1G_1","dnaJ",2.558
"1G_2","downstream fis",1.738
"1G_1","downstream hfq/upstream hflX",12.721
"1G_1","downstream iap",22.088
"1G_1","downstream tyrB/yjbS",1.572
"1G_1","downstream ymgD",1.057
"1G_2","dppA",2.073
"1G_2","dusB",1.399
"1G_1","dxs",77.634
"1G_2","elfC",3.763
"1G_1","elfG",1.313
"1G_1","emrD",2.273
"1G_1","eno",17.069
"1G_2","entF",1.735
"1G_2","envZ",12.722
"1G_1","eptA",2.33
"1G_1","eutD",16.847
"1G_1","eutG",2.296
"1G_2","eutJ",1.258
"1G_1","eutK",1.099
"1G_1","eutQ",3.491
"1G_2","fabF",1.852
"1G_2","fabG",1.214
"1G_1","fabR",1.672
"1G_1","fadD",6.19
"1G_1","fadE",14.206
"1G_1","fadL",16.878
"1G_2","fadR",5.294
"1G_2","fbaB",1.531
"1G_1","fdhF",1.124
"1G_1","fdnG",1.004
"1G_2","fdnG",1.167
"1G_1","fdoG",13.503
"1G_1","fdrA",81.723
"1G_1","feaR",12.44
"1G_1","fepC",19.433
"1G_2","fepD",1.77
"1G_1","fepG",17.308
"1G_1","fes",3.404
"1G_2","fhlA",2.028
"1G_2","fhuB",10.098
"1G_1","fimE",2.863
"1G_1","fimH",2.852
"1G_1","fimH",2.23
"1G_1","fimH",5.023
"1G_2","fimH",1.619
"1G_2","flgE",1.916
"1G_2","flgJ",7.99
"1G_1","flgL",13.243
"1G_2","flhA",2.018
"1G_2","flhB",1.055
"1G_2","fliG",1.625
"1G_2","fliG",2.033
"1G_1","fliH",13.164
"1G_1","fliK",2.326
"1G_2","fliM",51.936
"1G_1","fliO",77.005
"1G_2","fliP",7.992
"1G_2","folD",1.477
"1G_1","frdB",19.892
"1G_1","frdC",1.688
"1G_2","fre",6.533
"1G_2","frlA",11.679
"1G_2","fruR",2.016
"1G_2","frvB",2.892
"1G_1","fryA",78.801
"1G_1","ftsI",1.776
"1G_2","ftsK",1.224
"1G_2","ftsQ",1.343
"1G_1","gabT",1.823
"1G_1","gadW",1.326
"1G_2","gadX",1.533
"1G_1","galR",17.864
"1G_2","galS",1.19
"1G_1","galS",20.859
"1G_2","galS",2.063
"1G_2","galT",1.426
"1G_2","garD",29.431
"1G_1","garR",1.23
"1G_2","gatZ",23.251
"1G_2","gcd",1.082
"1G_1","gcvP",1.268
"1G_2","gcvR",1.61
"1G_1","gfcD",34.286
"1G_1","ggt",1.767
"1G_2","glcB",2.393
"1G_2","glcB",2.611
"1G_1","glcF",17.25
"1G_1","glcG",2.703
"1G_2","glgA",1.295
"1G_2","glgP",1.209
"1G_1","glmS",15.862
"1G_1","glmU",7.988
"1G_1","glnQ",1.875
"1G_1","glpE",2.107
"1G_2","glpG",1.102
"1G_1","glpQ",1.306
"1G_2","glpR",1.504
"1G_1","gltB",6.061
"1G_1","gltP",6.581
"1G_1","gmd",1.268
"1G_2","gmr",1.721
"1G_2","gnd",3.505
"1G_1","gph",1.029
"1G_2","gpt",2.363
"1G_1","gshA",1.822
"1G_1","gshB",17.869
"1G_2","gshB",2.802
"1G_1","gsp",2.381
"1G_1","gspD",2.358
"1G_2","guaB",3.275
"1G_1","gudD",19.918
"1G_2","gyrB",2.217
"1G_1","gyrB",1.625
"1G_2","hcaE",54.004
"1G_2","hemC",2.075
"1G_1","hflK",1.643
"1G_2","hfq",2.874
"1G_1","hfq",1.147
"1G_2","hfq",2.651
"1G_1","hfq",12.916
"1G_1","hfq",1.198
"1G_2","hfq",2.398
"1G_1","hfq",2.016
"1G_2","hfq",1.332
"1G_2","hfq",5.119
"1G_1","hfq",1.313
"1G_1","hfq",17.164
"1G_2","hfq",2.604
"1G_1","hfq",15.466
"1G_2","hfq",3.812
"1G_1","hfq",5.217
"1G_1","hfq",1.9
"1G_2","hfq",1.157
"1G_2","hsdR",14.53
"1G_2","hsrA",1.673
"1G_1","hsrA",3.486
"1G_1","hsrA",11.13
"1G_2","htpX",1.524
"1G_2","hupB",1.674
"1G_2","hyaA",1.84
"1G_1","hyaB",5.263
"1G_1","hybC",15.955
"1G_2","hybC",4.417
"1G_2","hycC",1.496
"1G_2","hyfB",6.04
"1G_1","hyfC",2.128
"1G_2","hyfG",1.209
"1G_1","hyfH",15.743
"1G_1","hyi",15.187
"1G_1","hyi",1.333
"1G_2","hypB",1.653
"1G_1","hypD",1.446
"1G_1","hypD",2.049
"1G_2","hypE",1.559
"1G_1","hypF",1.766
"1G_1","hyuA",1.709
"1G_2","iadA",1.037
"1G_2","idnO",1.877
"1G_1","ilvD",1.404
"1G_1","ilvY",1.705
"1G_1","insK",2.309
"1G_2","ispA",1.786
"1G_1","kdsD",18.577
"1G_2","kefA",1.899
"1G_1","kefA",1.306
"1G_1","kgtP",1.089
"1G_2","lacZ",21.366
"1G_1","lacZ",1.105
"1G_1","lepA",1.754
"1G_1","leuC",1.288
"1G_2","leuC",1.253
"1G_2","leuE",1.796
"1G_1","leuO",3.065
"1G_2","leuS",2.235
"1G_2","leuS",1.483
"1G_1","lhr",18.519
"1G_2","livM",3.988
"1G_1","lolE",1.538
"1G_2","lpd",1.452
"1G_1","lptA",34.446
"1G_1","lptA",4.412
"1G_1","lptB",2.989
"1G_1","lptC",1.88
"1G_1","lptD",22.4
"1G_2","lptD",1.023
"1G_2","lptE",10.519
"1G_2","lptG",17.082
"1G_1","lptG",1.421
"1G_2","lpxC",2.885
"1G_2","lpxC",1.163
"1G_2","lpxD",7.299
"1G_2","lpxD",1.871
"1G_2","lpxM",8.583
"1G_2","lpxM",1.684
"1G_2","lsrK",1.814
"1G_1","lysC",17.148
"1G_1","lysU",1.077
"1G_1","macB",2.54
"1G_2","maeA",1.847
"1G_2","malE",3.012
"1G_2","malE",5.944
"1G_2","malE",53.611
"1G_2","malK",11.855
"1G_1","malK",82.923
"1G_2","malK",5.401
"1G_1","malK",15.517
"1G_2","malK",1.747
"1G_2","malK",2.509
"1G_2","malK",1.858
"1G_2","malQ",2.588
"1G_2","malS",1.331
"1G_2","malT",1.129
"1G_2","malT",5.863
"1G_2","malT",2.911
"1G_2","malT",3.244
"1G_2","malT",1.145
"1G_2","malT",1.325
"1G_2","malT",4.1
"1G_2","malT",1.456
"1G_2","malX",1.004
"1G_1","malZ",1.938
"1G_2","manA",7.643
"1G_1","marC",9.799
"1G_1","matP",1.29
"1G_2","mcrB",9.867
"1G_2","mdaB",1.459
"1G_2","mdtD",1.179
"1G_1","mdtF",30.744
"1G_1","mdtG",2.402
"1G_2","mdtH",2.041
"1G_1","mdtH",1.279
"1G_1","mdtL",1.515
"1G_2","melB",1.095
"1G_1","mepA",4.557
"1G_1","metC",1.706
"1G_1","metK",1.266
"1G_2","metU tRNA",2.365
"1G_2","mliC",1.984
"1G_1","mmuM",2.212
"1G_1","moaB",1.253
"1G_2","modC",1.147
"1G_1","modE",19.955
"1G_1","motB",1.018
"1G_2","mqo",1.205
"1G_1","mqsR",17.638
"1G_2","mscM",85.759
"1G_1","mtlR",1.708
"1G_2","mukB",53.537
"1G_1","mukB",1.474
"1G_2","murD",1.743
"1G_2","murD",2.564
"1G_1","murG",1.818
"1G_1","mutH",2.745
"1G_1","mutS",14.921
"1G_2","mutS",1.176
"1G_1","mutY",2.928
"1G_2","nagA",1.786
"1G_1","nagE",4.358
"1G_2","napD",1.604
"1G_2","napG",5.96
"1G_2","narG",1.538
"1G_1","narH",1.357
"1G_1","narV",18.634
"1G_2","narX",1.507
"1G_1","ndk",10.54
"1G_2","nemA",2.165
"1G_1","nhaR",1.456
"1G_2","nlpA",1.304
"1G_2","norV",2.344
"1G_2","nrdA",2.985
"1G_2","nrdE",1.278
"1G_1","nrdF",16.961
"1G_2","nrdR",1.312
"1G_1","nrfE",1.372
"1G_1","nudF",1.505
"1G_1","nuoC",1.42
"1G_1","nuoM",1.333
"1G_2","nupC",5.683
"1G_2","opgB",2.395
"1G_1","opgC",78.556
"1G_1","opgD",1.754
"1G_2","opgG",1
"1G_1","opgG",2.427
"1G_2","opgH",2.336
"1G_2","opgH",1.004
"1G_2","opgH",9.816
"1G_1","opgH",2.826
"1G_1","opgH",14.052
"1G_2","opgH",2.685
"1G_2","opgH",7.373
"1G_1","opgH",32.22
"1G_2","opgH",1.202
"1G_1","opgH",1.111
"1G_1","opgH",1.126
"1G_1","osmF",2.746
"1G_1","oxc",3.267
"1G_1","paaJ",18.807
"1G_1","paaX",2.439
"1G_2","paaY",2.191
"1G_2","paoA",2.072
"1G_2","pck",1.24
"1G_2","pcnB",8.122
"1G_1","pepD",8.734
"1G_2","pfkA",1.285
"1G_1","pfkA",1.031
"1G_2","pflD",2.667
"1G_1","pgi",1.197
"1G_2","pgi",45.787
"1G_2","pgi",1.372
"1G_1","pgi",1.951
"1G_1","pgi",1.78
"1G_2","pgsA",4.308
"1G_1","pgsA",6.143
"1G_2","phnD",7.81
"1G_2","phnJ",3.177
"1G_1","phnM",1.139
"1G_2","phnM",1.005
"1G_2","phoQ",1.19
"1G_1","pitB",1.698
"1G_2","plsB",2.269
"1G_2","plsX",2.155
"1G_1","pncB",1.208
"1G_1","pntA",17.381
"1G_1","ppa",1.212
"1G_2","ppiD",1.004
"1G_2","prfB",1.036
"1G_2","proQ",2.243
"1G_1","proV",1.207
"1G_2","ptsI",1.627
"1G_2","ptsP",1.997
"1G_1","purB",1
"1G_1","purK",15.285
"1G_2","purR",3.667
"1G_2","putA",1.071
"1G_1","puuC",81.361
"1G_1","pyrI",18.219
"1G_1","qseE",3.992
"1G_1","qseE",2.11
"1G_1","radA",1.724
"1G_2","radA",5.686
"1G_1","rarD",1.413
"1G_1","ravA",10.125
"1G_2","rbbA",1.152
"1G_2","rbsB",1.347
"1G_2","rcsB",1.216
"1G_2","recB",1.254
"1G_2","recD",1.953
"1G_1","recF",18.895
"1G_2","recG",1.08
"1G_1","recX",1.984
"1G_2","relA",1.871
"1G_2","relA",8.418
"1G_1","rfaZ",1.248
"1G_2","rffD",2.967
"1G_2","rhaB",1.339
"1G_1","rho",14.958
"1G_2","rho",1.719
"1G_2","rho",2.676
"1G_1","rho",81.848
"1G_1","rhsC",2.174
"1G_1","rhsD",16.571
"1G_2","rhsD",1.393
"1G_2","rhsD",2.545
"1G_1","rhtA",10.39
"1G_1","rihA",1.553
"1G_2","rihC",1.464
"1G_1","rlpA",1.259
"1G_1","rluD",1.382
"1G_2","rluF",1.548
"1G_1","rna",2.941
"1G_1","rnb",20.877
"1G_1","rne",1.675
"1G_2","rne",1.055
"1G_1","rnpA",23.183
"1G_1","rnt",1.196
"1G_2","rpoA",1.826
"1G_1","rpoA",1.199
"1G_1","rpoB",1.718
"1G_2","rpoC",8.042
"1G_2","rpoS",12.182
"1G_2","rpoS",1.271
"1G_2","rpoS",1.124
"1G_2","rpsA",5.291
"1G_2","rsd",1.266
"1G_2","rsmC",55.354
"1G_1","rsxD",1.094
"1G_2","rsxG",1.01
"1G_2","rtcA",1.562
"1G_2","rtn",10.377
"1G_1","sanA",2.301
"1G_2","sapA",1.976
"1G_1","sapD",1.875
"1G_2","sdaB",2.317
"1G_2","selD",3.115
"1G_1","selU",1.556
"1G_1","sfsA",1.779
"1G_2","sgcC",1.166
"1G_2","sgrR",1.738
"1G_2","sgrR",4.924
"1G_1","shiA",14.847
"1G_1","slt",16.008
"1G_2","slt",1.958
"1G_1","speC",8.885
"1G_2","spr",8.191
"1G_2","sseA",1.062
"1G_1","sseB",19.629
"1G_2","sstT",1.085
"1G_2","ssuA",1.606
"1G_1","stfR",1.062
"1G_2","stfR",1.008
"1G_1","stpA",5.556
"1G_2","sucA",2.182
"1G_1","sucB",1.306
"1G_2","sufB",1.483
"1G_1","sufC",3.16
"1G_2","sufD",1.119
"1G_1","sugE",1.299
"1G_1","symE",1.559
"1G_2","tas",1.043
"1G_2","tauD",2.4
"1G_2","tdcB",1.259
"1G_1","tdcD",18.053
"1G_2","tdcF",1.469
"1G_2","tdcR",1.672
"1G_2","thiC",1.507
"1G_2","thiP",2.439
"1G_1","thrA",4.752
"1G_1","thrS",18.547
"1G_1","tmcA",1.378
"1G_2","topA",1.832
"1G_1","torA",2.791
"1G_2","torS",10.833
"1G_1","torS",20.366
"1G_2","torT",2.181
"1G_2","treA",1.253
"1G_1","treB",1.215
"1G_1","trkH",1.512
"1G_2","trpE",5.128
"1G_1","tsgA",1.034
"1G_1","tsgA",17.369
"1G_1","tsgA",15.798
"1G_2","tsx",1.259
"1G_1","tynA",10.158
"1G_2","typA",1.743
"1G_2","tyrP",50.199
"1G_1","tyrR",1.144
"1G_2","tyrS",1.182
"1G_2","udp",1.603
"1G_2","ugpC",9.091
"1G_2","uidR",1.285
"1G_2","ulaE",9.791
"1G_2","ung",1.783
"1G_1","upp",1.724
"1G_1","upstream araD",8.85
"1G_2","upstream deoC",2.097
"1G_1","upstream dnaG",99.376
"1G_2","upstream essD",1.09
"1G_1","upstream fimA",8.841
"1G_2","upstream hns",8.365
"1G_1","upstream mglB",33.212
"1G_1","upstream mglB",77.46
"1G_2","upstream mglB",93.371
"1G_2","upstream mglB",5.078
"1G_2","upstream mhpT",1.031
"1G_1","upstream mog",8.421
"1G_2","upstream ndh",1.37
"1G_1","upstream ndh",1.573
"1G_1","upstream ppc",1.408
"1G_2","upstream ppiC",2.801
"1G_1","upstream ptsA",1.045
"1G_2","upstream rlmA",1.446
"1G_2","upstream rlmA",1.018
"1G_1","upstream thrS",1.142
"1G_1","upstream thrS",1.866
"1G_2","upstream yafY",2.33
"1G_2","upstream yfaQ",1.179
"1G_2","upstream yiiE",2.165
"1G_1","upstream yiiE",9.328
"1G_2","upstream ykgR",1.351
"1G_2","upstream ykgR",1.051
"1G_1","upstream zur/dusA",5.689
"1G_2","ushA",1.376
"1G_2","ushA",56.844
"1G_1","uup",2.375
"1G_1","uvrA",1.119
"1G_2","uxaB",1.044
"1G_2","uxuR",1.877
"1G_2","valY tRNA",1.515
"1G_1","wcaA",1.362
"1G_1","wcaD",2.093
"1G_1","wcaJ",78.894
"1G_1","wza",3.05
"1G_2","wzc",55.745
"1G_2","wzzE",1.645
"1G_1","wzzE",1.188
"1G_2","wzzE",1.77
"1G_1","wzzE",1.61
"1G_2","xdhB",1.667
"1G_1","xdhD",1.043
"1G_1","xylB",2.996
"1G_2","yacF",1.131
"1G_2","yacF",1.171
"1G_1","yadB",2.564
"1G_2","yadI",2.007
"1G_2","yadK",6.953
"1G_2","yaeI",2.439
"1G_1","yafC",1.038
"1G_1","yafM",1.988
"1G_2","yafV",3.633
"1G_2","yagK",2.607
"1G_1","yagW",2.5
"1G_2","yaiV",1.042
"1G_1","yaiY",1.247
