"population","gene","prop"
"u5","appY",1
"u6","ascF",1
"u6","betA",1
"u6","csdA",1
"u4","dnaE",1
"wt4","fimE",1
"wt5","fimE",1
"u6","fimE",1
"u6","ftsZ",1
"u4","hmp",1
"u6","hsdM",1
"u5","leuP",1
"u6","mak",1
"u4","mhpA",1
"u5","preA",1
"u4","proQ",1
"u6","rbbA",1
"u5","rcsB",1
"wt6","rcsC",1
"wt6","rcsC",1
"u4","rcsC",1
"u4","rcsC",1
"u5","ssuD",1
"u5","uidA",1
"u6","wcaG",1
"u6","ybbD",1
"u4","ybgI",1
"u5","yeaD",1
"u5","yebK",1
"u5","yfcG",1
"u5","yfjL",1
"u4","yhjD",1
"u6","yjbH",1
"wt4","yrfF",1
"u5","yrfF",1
"u6","yrfF",1
