"population","gene","prop"
"1G_2","aaeB",1.316
"1G_2","aas",16.413
"1G_1","aceA",1.109
"1G_2","acnB",3.042
"1G_2","acpT",4.439
"1G_2","acrB",5.138
"1G_2","acrB",1.223
"1G_2","acrD",3.504
"1G_1","actP",4.798
"1G_2","actP",8.005
"1G_2","ade",4.609
"1G_1","ade",3.777
"1G_2","adhE",4.703
"1G_2","adhE",1.27
"1G_1","adhE",4.246
"1G_2","adrB",5.029
"1G_1","aegA",1.166
"1G_1","aegA",1.587
"1G_2","agaI",9.871
"1G_2","agaS",1.021
"1G_2","aidB",20.829
"1G_1","alaS",8.115
"1G_1","allB",34.232
"1G_1","alsK",1.818
"1G_1","amiC",1.106
"1G_2","amiD",5.747
"1G_1","ampG",1.899
"1G_1","amyA",6.03
"1G_1","anmK",5.398
"1G_1","anmK",4.57
"1G_1","anmK",6.915
"1G_1","appC",1.373
"1G_1","araC",3.972
"1G_2","araE",8.976
"1G_2","argI",2.177
"1G_1","argO",1.239
"1G_2","aroP",3.323
"1G_1","arsB",3.323
"1G_1","artJ",1.382
"1G_2","asd",1.738
"1G_2","aslB",1.068
"1G_2","asnB",1.13
"1G_2","asnS",1.062
"1G_2","atoS",1.101
"1G_1","baeR",36.591
"1G_1","bcsA",5.97
"1G_1","bcsA",2.316
"1G_1","bcsC",1.147
"1G_2","bcsC",8.3
"1G_1","bcsG",13.278
"1G_1","bglA",1.661
"1G_2","bglF",7.06
"1G_2","bioA",1.44
"1G_2","bioA",2.724
"1G_2","bioC",1.11
"1G_1","cadC",4.913
"1G_2","carA",1.348
"1G_2","casA",16.627
"1G_2","casC",15.331
"1G_2","cbpM",3.162
"1G_2","cca",27.17
"1G_1","cdsA",3.83
"1G_1","cfa",1.292
"1G_2","chaA",2.39
"1G_2","cirA",1.097
"1G_2","cld",4.598
"1G_1","clpA",99.054
"1G_1","clpA",2.523
"1G_1","cmk",1.222
"1G_1","coaA",1.165
"1G_1","cpsG",5.316
"1G_2","creB",1.596
"1G_2","creC",3.39
"1G_2","csgB",2
"1G_2","csgG",1.118
"1G_1","csiE",1.453
"1G_1","cueO",3.285
"1G_1","cusA",1.295
"1G_2","cusC",1.613
"1G_2","cyaA",1.361
"1G_2","cydA",4.503
"1G_2","cydA",3.279
"1G_2","cysQ",3.856
"1G_2","dacC",16.822
"1G_1","dadA",4.702
"1G_1","dadX",1.575
"1G_2","dcm",2.131
"1G_2","dcp",1.689
"1G_2","dcp",2.495
"1G_1","dcuA",2.227
"1G_2","dcuC",2.519
"1G_1","ddpF",2.062
"1G_2","deaD",11.86
"1G_1","deoB",2.371
"1G_2","deoC",7.904
"1G_1","dgoA",1.214
"1G_2","dgsA",1.938
"1G_2","diaA",1.031
"1G_2","djlC",2.929
"1G_1","dnaE",1.789
"1G_1","dnaQ",6.836
"1G_2","dnaT",1.498
"1G_2","dnaX",1.033
"1G_2","downstream fis",2.313
"1G_1","downstream ymgD",1.768
"1G_2","dppA",2.24
"1G_2","dppA",5.706
