"population","gene","prop"
"1G_2","aas",1.118
"1G_1","aceA",2.592
"1G_3","ackA",1.188
"1G_3","acnB",2.539
"1G_3","acpS",1.935
"1G_3","acrB",2.105
"1G_2","acrB",4.762
"1G_3","acrD",1.313
"1G_2","acrD",2.695
"1G_3","acrE",1.965
"1G_3","acrR",25.483
"1G_1","actP",6.215
"1G_2","ada",1.731
"1G_1","ade",1.662
"1G_2","adhE",2.158
"1G_3","aegA",1.266
"1G_1","agaD",8.319
"1G_3","agaI",4.71
"1G_3","aidB",1.248
"1G_3","aidB",3.193
"1G_2","aidB",4.589
"1G_1","alaA",1.81
"1G_1","alaS",1.316
"1G_1","aldA",1.285
"1G_1","allB",14.41
"1G_2","alsK",1.403
"1G_1","ampE",7.914
"1G_1","ampG",2.09
"1G_1","anmK",1.316
"1G_1","anmK",2.948
"1G_1","appC",1.743
"1G_3","argA",2.505
"1G_2","arnD",1.48
"1G_3","aroD",2.558
"1G_1","arsB",5.189
"1G_3","asd",1.582
"1G_2","asd",1.142
"1G_1","asmA",1.44
"1G_3","asmA",15.075
"1G_2","astB",1
"1G_3","atoD",1.411
"1G_3","atpD",1.81
"1G_1","baeR",10.601
"1G_3","bamD",3.929
"1G_2","bcr",1.187
"1G_2","bcsB",1.155
"1G_3","bcsC",1.646
"1G_1","bcsG",5.43
"1G_3","bglA",1.124
"1G_3","bglX",1.826
"1G_3","brnQ",1.446
"1G_2","bssS",1.695
"1G_3","btuB",3.106
"1G_3","cadA",6.943
"1G_2","caiA",1.354
"1G_2","carB",3.967
"1G_2","casA",3.759
"1G_1","cca",1.669
"1G_2","cca",32.03
"1G_1","cheB",1.184
"1G_2","cheW",2.338
"1G_1","cheZ",7.088
"1G_1","clpA",93.148
"1G_2","clpB",2.857
"1G_1","cmk",1.49
"1G_2","cobU",2.107
"1G_2","corA",3.495
"1G_1","corA",2.782
"1G_3","cpdA",2.263
"1G_1","cpsG",4.721
"1G_3","cpsG",1.351
"1G_2","csgB",3.514
"1G_2","cspC",1.189
"1G_1","cspH",1.473
"1G_1","cusB",1.661
"1G_3","cusS",2.988
"1G_1","cusS",3.729
"1G_1","cydD",3.268
"1G_2","cyoB",1.703
"1G_1","cyoC",5.987
"1G_3","cysJ",2.736
"1G_2","cysS",1.391
"1G_2","cysU",2.685
