"population","gene","prop"
"B1","accC","15.30%"
"B2","aceF","0.956"
"B2","aceF","0.956"
"B2","aceF","0.956"
"B2","aceF","0.956"
"B2","aceF","0.956"
"B1","aceK","21.20%"
"B2","acoR","1"
"B2","acoR","0.064"
"B2","acoR","0.064"
"B2","acoR","0.014"
"B2","acoR","0.064"
"B2","acsA","0.027"
"B2","acsA","0.027"
"B2","actP","0.018"
"B2","actP","0.018"
"B2","actP","0.018"
"B2","actP","0.05"
"B2","actP","0.05"
"B2","algG","0.019"
"B2","algQ","0.019"
"B2","algQ","0.019"
"B2","alkB","0.028"
"B2","amaB","0.021"
"B2","amiA","0.03"
"B2","amrB","1"
"B2","amrB","1"
"B2","amrB","1"
"B2","amrB","1"
"B2","amrB","1"
"B2","amrB","1"
"B1","anr","4.60%"
"B1","anr","23.20%"
"B1","anr","39.00%"
"B1","anr","26.80%"
"B2","anr","0.088"
"B2","anr","0.196"
"B2","anr","0.196"
"B2","anr","0.196"
"B2","ansA","0.034"
"B2","ansA","0.035"
"B2","ansA","0.026"
"B2","ansA","0.034"
"B2","ansA","0.035"
"B2","ansA","0.026"
"B2","aprA","0.032"
"B2","aprE","0.018"
"B2","aprE","0.018"
"B2","aprE","0.019"
"B2","aprE","0.019"
"B2","aprE","0.019"
"B2","aprE","0.019"
"B2","aprE","0.018"
"B2","aprE","0.018"
"B2","aprE","0.018"
"B2","aprE","0.018"
"B2","aprE","0.017"
"B2","aprE","0.018"
"B1","apt","63.10%"
"B1","argA","100%"
"B2","aroC","0.023"
"B2","aroP1","0.038"
"B1","aspC","0.90%"
"B1","atpG","1.00%"
"B2","betC","0.018"
"B2","betC","0.018"
"B2","betC","0.018"
"B2","betC","0.019"
"B2","betC","0.018"
"B2","betC","0.018"
"B2","betC","0.018"
"B2","betC","0.02"
"B2","betC","0.016"
"B2","betC","0.017"
"B2","betC","0.018"
"B2","betC","0.018"
"B2","betC","0.018"
"B2","betC","0.019"
"B2","betC","0.018"
"B2","betC","0.018"
"B2","betC","0.018"
"B2","betC","0.02"
"B2","betC","0.016"
"B2","betC","0.017"
"B2","betC","0.012"
"B1","betI","2.50%"
"B1","betT1","71.90%"
"B2","braD","0.018"
"B2","braD","0.018"
"B1","carB","70.10%"
"B2","cbrA","0.045"
"B2","cbrA","0.045"
"B1","ccpR","2.20%"
"B2","cheA","0.062"
"B2","cheA","0.062"
"B2","cheA","0.062"
"B2","cheA","0.062"
"B2","cheY","0.066"
"B2","cioB","0.019"
"B2","cobA","1"
"B2","cobA","1"
"B1","cobN","2.00%"
"B2","cobN","0.242"
"B2","cobN","0.242"
"B2","cobQ","0.015"
"B2","cobQ","0.015"
"B2","cobQ","0.015"
"B2","cobQ","0.015"
"B2","coxA","0.01"
"B1","cpg2","4.80%"
"B2","cupA4","0.021"
"B2","cupA4","0.021"
"B2","cupA4","0.021"
"B2","cupA4","0.021"
"B2","cupA4","0.021"
"B2","cupA4","0.022"
"B2","cupA4","0.022"
"B2","cupB3","0.011"
"B2","cyaB","0.02"
"B2","cyaB","0.02"
"B2","cyaB","0.02"
"B2","cycH","0.024"
"B2","cynS","1"
"B2","cynS","1"
"B2","cynS","1"
"B2","cynS","1"
"B2","cynS","1"
"B2","cynS","1"
"B1","cysG","22.20%"
"B2","cysG","0.023"
"B2","cysG","0.023"
"B2","cysG","0.021"
"B2","cysG","0.021"
"B2","cysG","0.023"
"B2","cysG","0.023"
"B2","cysM","0.012"
"B2","cysM","0.012"
"B2","cysN","0.017"
"B2","dapB","0.012"
"B1","dnaG","39.30%"
"B2","dnaX","0.12"
"B2","eno","0.035"
"B2","era","0.045"
"B2","era","0.017"
"B1","exaB","3.20%"
"B2","exbB1","0.011"
"B2","exoT","0.011"
"B2","exoT","0.012"
"B2","exoT","0.011"
"B2","exoT","0.011"
"B2","fadE","0.027"
"B2","fadE","0.024"
"B2","fadE","0.022"
"B2","fadE","0.018"
"B2","fadE","0.021"
"B2","fepD","0.029"
"B2","fepD","0.029"
"B2","fepD","0.029"
"B2","fepD","0.029"
"B2","fepD","0.028"
"B2","fepD","0.028"
"B2","fepD","0.028"
"B2","fepD","0.029"
"B2","fepD","0.028"
"B2","fepD","0.027"
"B2","fepD","0.027"
"B2","fepD","0.028"
"B2","fepD","0.028"
"B2","fepD","0.028"
"B2","fepD","0.028"
"B1","flgB","29.30%"
"B2","flgD","0.206"
"B2","flgD","0.206"
"B1","flgI","21.30%"
"B2","flgN","0.033"
"B1","flhA","37.20%"
"B2","flhA","0.052"
"B2","flhB","0.07"
"B1","flhF","30.50%"
"B1","flhF","1.30%"
"B2","fliC","1"
"B2","fliC","1"
"B1","fliF","6.30%"
"B2","fmt","0.021"
"B2","folD","0.02"
"B2","folD","0.02"
"B2","folD","0.021"
"B2","folD","0.021"
"B2","folD","0.022"
"B2","folD","0.022"
"B2","folD","0.022"
"B2","folD","0.022"
"B2","folD","0.022"
"B2","folD","0.021"
"B2","folD","0.021"
"B2","folD","0.021"
"B2","fptA","0.04"
"B2","fptA","0.04"
"B2","fruA","0.019"
"B2","ftsH","0.009"
"B2","ftsH","0.047"
"B2","ftsZ","1"
"B2","ftsZ","1"
"B2","ftsZ","1"
"B2","ftsZ","1"
"B2","ftsZ","1"
"B1","fumC2","3.80%"
"B2","fusA1","0.032"
"B2","gabT","0.964"
"B2","gabT","0.964"
"B2","gabT","0.964"
"B2","gabT","0.964"
"B1","gbt","3.00%"
"B1","gbuR","5.40%"
"B2","gcd","0.022"
"B2","gcd","0.022"
"B2","gcd","0.023"
"B2","gcd","0.024"
"B2","gcvH2","1"
"B2","gcvP1","0.027"
"B1","glcB","9.00%"
"B2","glmM","0.099"
"B2","glnE","1"
"B1","glpD","39.80%"
"B2","glpQ","0.025"
"B2","glpQ","0.025"
"B2","glpR","0.016"
"B2","glpR","0.016"
"B2","glpR","0.016"
"B2","glpR","0.016"
"B1","gltK","37.30%"
"B2","gltR","0.37"
"B2","gltR","0.37"
"B2","gltR","0.37"
"B2","gltR","0.37"
"B1","gltX","2.90%"
"B2","gnd","0.118"
"B2","gnuT","0.036"
"B2","gnuT","0.036"
"B1","groES","100%"
"B2","guaB","0.062"
"B2","guaB","0.062"
"B1","gyrB","8.60%"
"B2","hcpD","0.151"
"B2","hcpD","0.169"
"B2","hcpD","0.151"
"B2","hcpD","0.169"
"B2","hitA","1"
"B2","hitB","0.081"
"B2","hitB","0.083"
"B2","hitB","0.081"
"B2","hitB","0.083"
"B2","hmgA","0.163"
"B2","hmgA","0.021"
"B2","hmgA","0.163"
"B2","hmgA","0.163"
"B1","hpcB","6.90%"
"B2","hslU","0.018"
"B2","htrB","0.081"
"B2","htrB","0.081"
"B2","htrB","0.081"
"B2","idh","0.037"
"B2","idh","0.037"
"B2","idh","0.037"
"B2","ilvA1","0.046"
"B2","ilvA1","0.046"
"B2","kdpD","0.02"
"B2","kdpD","0.02"
"B1","kefB","1.20%"
"B2","lasR","0.175"
"B2","lasR","0.031"
"B2","lasR","0.063"
"B2","lasR","0.175"
"B2","lasR","0.175"
"B1","lepA","2.60%"
"B2","lepA","0.014"
"B2","leuD","0.018"
"B2","ligA","0.03"
"B2","livG","0.014"
"B2","lon","0.039"
"B1","lpd3","2.10%"
"B1","lpxC","16.10%"
"B2","lpxC","0.19"
"B2","lpxC","0.19"
"B2","lpxC","0.19"
"B2","lpxO2","0.066"
"B2","lpxO2","0.018"
"B2","lpxO2","0.018"
"B2","lpxO2","0.019"
"B1","lysC","2.70%"
"B2","mazG","0.018"
"B2","mdcE","0.025"
"B1","mdoH","16.10%"
"B2","metG","0.019"
"B2","metG","0.018"
"B1","metH","35.90%"
"B2","mexH","1"
"B1","mexI","25.20%"
"B2","mfd","0.028"
"B2","mfd","0.025"
"B2","mfd","0.025"
"B2","mfd","0.026"
"B2","mfd","0.026"
"B2","mfd","0.025"
"B2","mfd","0.025"
"B2","mfd","0.026"
"B2","mfd","0.026"
"B2","mfd","0.026"
"B2","mgtA","0.024"
"B2","mgtA","0.024"
"B2","mgtA","0.028"
"B2","minD","0.071"
"B2","minD","0.11"
"B2","minD","0.071"
"B2","minD","0.11"
"B2","minE","0.017"
"B2","mnmC","0.033"
"B2","mnmC","0.033"
"B2","mntH2","0.133"
"B2","mntH2","0.133"
"B2","mntH2","0.133"
"B2","morA","0.076"
"B2","morA","0.076"
"B2","motA","0.332"
"B2","motA","0.332"
"B2","motA","0.332"
"B1","mrcB","38.60%"
"B2","mreB","0.512"
"B2","mreB","0.512"
"B2","mreB","0.512"
"B2","mreB","0.512"
"B2","mtlD","0.025"
"B2","mtlY","0.091"
"B2","mtlY","0.091"
"B2","mtlY","0.091"
"B2","mtlY","0.091"
"B2","mutL","0.015"
"B1","mutS","100%"
"B2","nagZ","0.031"
"B2","nagZ","0.034"
"B2","napA","0.016"
"B2","napA","0.016"
"B1","narG","2.80%"
"B2","narG","0.024"
"B1","narI","1.00%"
"B2","narX","0.018"
"B2","narX","0.019"
"B2","narX","0.016"
"B2","narX","0.022"
"B2","nasA","0.017"
"B2","nasS","0.013"
"B2","nirJ","0.018"
"B1","np20","2.20%"
"B2","nqrB","0.022"
"B1","nrdA","11.60%"
"B2","nrdA","1"
"B1","ntrC","2.70%"
"B1","nuh","41.00%"
"B2","nuoE","0.017"
"B2","nuoF","1"
"B2","nuoF","1"
"B2","nuoF","1"
"B2","nuoF","1"
"B2","nuoF","1"
"B1","oprC","21.20%"
"B1","oprC","21.20%"
"B2","oprN","0.026"
"B2","oprN","0.027"
"B2","oprN","0.027"
"B1","oprP","5.10%"
"B1","oprP","4.70%"
"B2","oprP","0.044"
"B2","oprP","0.045"
"B2","orfH","1"
"B2","orfH","1"
"B1","orfJ","1.60%"
"B2","orfJ","0.017"
"B2","orfJ","0.017"
"B1","orfK","100%"
"B2","orfN","0.099"
"B2","orfN","0.099"
"B2","orfN","0.099"
"B2","orfN","0.099"
"B2","orfN","0.099"
"B2","orfN","0.099"
"B2","orfN","0.099"
"B2","orfN","0.099"
"B2","orfN","0.099"
"B2","orfN","0.099"
"B2","PA1400230","0.152"
"B2","PA1400230","0.152"
"B2","PA1400230","0.152"
"B2","PA1400320","0.021"
"B2","PA1400490","1"
"B2","PA1400490","1"
"B1","PA1400510","26.30%"
"B2","PA1400520","0.036"
"B2","PA1400700","0.014"
"B2","PA1400700","0.014"
"B2","PA1400700","0.014"
"B2","PA1400700","0.014"
"B2","PA1400700","0.013"
"B2","PA1400700","0.013"
"B2","PA1400700","0.013"
"B2","PA1400700","0.013"
"B2","PA1400700","0.025"
"B2","PA1400740","1"
"B2","PA1400760","0.084"
"B2","PA1400760","0.084"
"B2","PA1400760","0.084"
"B2","PA1400760","0.048"
"B2","PA1400760","0.084"
"B2","PA1400760","0.084"
"B1","PA1400770","1.50%"
"B2","PA1400890","0.039"
"B2","PA1400890","0.039"
"B2","PA1400900","0.024"
"B2","PA1400900","0.024"
"B2","PA1400900","0.024"
"B2","PA1400900","0.024"
"B2","PA1400900","0.024"
"B2","PA1400900","0.024"
"B2","PA1400900","0.025"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1401160","0.462"
"B2","PA1401160","0.355"
"B2","PA1401160","0.065"
"B2","PA1401160","0.462"
"B2","PA1401160","0.355"
"B2","PA1401160","0.065"
"B2","PA1401160","0.462"
"B2","PA1401160","0.355"
"B2","PA1401160","0.065"
"B2","PA1401160","0.462"
"B2","PA1401160","0.355"
"B2","PA1401160","0.355"
"B1","PA1401220","1.70%"
"B1","PA1401340","2.40%"
