"population","gene","prop"
"B2","aceF","0.176"
"B2","aceF","0.026"
"B2","aceF","0.176"
"B2","aceF","0.176"
"B2","aceF","0.176"
"B2","aceF","0.176"
"B1","acoB","1.50%"
"B1","acoR","2.50%"
"B2","acoR","1"
"B1","ahpF","3.50%"
"B1","ahpF","3.70%"
"B1","alkB1","1.20%"
"B1","alkB1","1.20%"
"B1","alkB1","1.30%"
"B1","alkB1","1.30%"
"B1","alkB1","1.30%"
"B1","alr","1.60%"
"B1","alr","1.60%"
"B1","alr","1.60%"
"B1","amrB","2.10%"
"B1","amrB","2.10%"
"B2","amrB","1"
"B2","amrB","1"
"B2","amrB","0.013"
"B2","amrB","1"
"B2","amrB","1"
"B2","amrB","1"
"B2","amrB","1"
"B1","arcD","2.10%"
"B1","argA","5.20%"
"B1","argA","5.20%"
"B2","argB","0.029"
"B2","argB","0.029"
"B1","argF","1.30%"
"B1","argF","1.30%"
"B1","argF","1.30%"
"B1","argF","1.30%"
"B1","argF","1.30%"
"B1","argF","1.30%"
"B1","argF","1.30%"
"B2","arnT","0.018"
"B2","aroC","0.019"
"B1","aspS","1.00%"
"B1","atoB","1.60%"
"B1","atoB","1.60%"
"B1","atoB","1.70%"
"B1","atoB","1.70%"
"B1","atoB","1.70%"
"B1","atoB","1.70%"
"B1","atoB","1.70%"
"B1","atpD","0.008"
"B1","benD","1.40%"
"B1","benD","1.50%"
"B1","benD","1.50%"
"B2","betC","0.036"
"B2","betC","0.037"
"B2","betC","0.039"
"B2","betC","0.041"
"B2","betC","0.04"
"B2","betC","0.04"
"B2","betC","0.042"
"B2","betC","0.04"
"B2","betC","0.042"
"B2","betC","0.042"
"B2","betC","0.036"
"B2","betC","0.037"
"B2","betC","0.039"
"B2","betC","0.041"
"B2","betC","0.04"
"B2","betC","0.04"
"B2","betC","0.042"
"B2","betC","0.04"
"B2","betC","0.042"
"B2","betC","0.042"
"B1","cheA","2.30%"
"B2","cheA","0.07"
"B2","cheA","0.07"
"B2","cheA","0.07"
"B2","cheA","0.07"
"B1","chpA","1.50%"
"B1","chpA","1.50%"
"B1","chpA","1.50%"
"B1","chpA","1.50%"
"B1","chpA","1.50%"
"B1","chpA","1.50%"
"B2","cobA","1"
"B2","cobA","1"
"B1","cobJ","2.30%"
"B1","cobJ","2.50%"
"B1","cobJ","2.50%"
"B2","cobL","0.029"
"B1","cobT","1.90%"
"B1","cobT","1.90%"
"B1","cobT","1.90%"
"B1","cobT","1.90%"
"B1","codA","1.30%"
"B1","codB","3.10%"
"B1","codB","3.10%"
"B1","cpg2","2.00%"
"B1","cpg2","5.30%"
"B1","creD","3.50%"
"B2","cynS","1"
"B2","cynS","1"
"B2","cynS","1"
"B2","cynS","1"
"B2","cynS","1"
"B2","cynS","1"
"B2","cysS","0.014"
"B2","czcC","0.033"
"B2","czcC","0.033"
"B2","czcC","0.032"
"B2","czcC","0.033"
"B1","dapE","1.60%"
"B2","dinG","0.029"
"B1","dnaG","1.60%"
"B1","dnaG","1.60%"
"B1","dnaG","1.60%"
"B1","dnaG","1.60%"
"B1","dnaG","2.40%"
"B2","exsC","1"
"B1","fabF2","1.40%"
"B2","fabG","0.031"
"B1","fadE","3.20%"
"B2","fliC","0.352"
"B2","fliC","0.352"
"B2","fptA","0.065"
"B2","ftsZ","1"
"B2","ftsZ","1"
"B2","ftsZ","1"
"B2","ftsZ","1"
"B2","ftsZ","1"
"B2","fusA1","0.592"
"B2","gabT","0.126"
"B2","gabT","0.126"
"B2","gabT","0.126"
"B2","gabT","0.126"
"B2","gcvH2","1"
"B1","gdhB","1.20%"
"B1","glmS","2.00%"
"B1","glmS","2.00%"
"B1","glmS","2.00%"
"B1","glmS","2.00%"
"B1","glmS","2.00%"
"B1","glmS","2.10%"
"B2","glnE","1"
"B1","glpT","1.00%"
"B1","gltB","1.50%"
"B2","gltB","0.028"
"B2","gnuT","0.045"
"B2","gnyB","0.015"
"B1","groES","5.90%"
"B1","gshA","0.90%"
"B2","hemA","0.021"
"B1","hisG","1.70%"
"B1","hisG","1.70%"
"B2","hitA","1"
"B1","hprA","1.80%"
"B1","ispH","1.10%"
"B2","katE","0.016"
"B1","mfd","2.70%"
"B2","mfd","0.034"
"B2","mmsA","0.017"
"B1","morA","4.90%"
"B2","msbA","0.025"
"B2","mtlY","0.071"
"B2","mtlY","0.071"
"B2","mtlY","0.071"
"B2","mtlY","0.071"
"B2","mttC","0.035"
"B1","murB","1.80%"
"B1","murB","1.80%"
"B1","murB","1.90%"
"B1","murB","1.90%"
"B1","murB","1.90%"
"B2","mutS","0.315"
"B2","mutS","0.315"
"B2","mutS","0.315"
"B1","mutY","1.30%"
"B1","mutY","1.30%"
"B1","mutY","1.30%"
"B1","mutY","1.30%"
"B1","mutY","1.30%"
"B1","mutY","1.30%"
"B1","mutY","1.40%"
"B1","mutY","2.10%"
"B1","mutY","2.10%"
"B2","nadB","0.1"
"B2","nadB","0.099"
"B2","nadC","0.016"
"B1","nagZ","2.50%"
"B1","nasS","2.20%"
"B1","nasS","2.30%"
"B1","nasS","2.40%"
"B2","nirM","0.073"
"B2","nirM","0.073"
"B1","nirS","1.30%"
"B1","nosR","1.40%"
"B1","nosR","1.40%"
"B1","nosR","1.40%"
"B1","nosR","1.50%"
"B2","nuoF","1"
"B2","ompR","0.017"
"B1","oprN","1.50%"
"B1","oprN","1.50%"
"B1","orfH","23.40%"
"B2","orfH","0.411"
"B2","orfH","0.022"
"B2","orfH","0.61"
"B2","orfH","0.61"
"B1","orfK","5.60%"
"B1","orfM","1.00%"
"B2","orfN","0.11"
"B2","orfN","0.11"
"B2","orfN","0.11"
"B2","orfN","0.11"
"B2","orfN","0.11"
"B2","orfN","0.11"
"B2","orfN","0.11"
"B2","orfN","0.11"
"B2","orfN","0.11"
"B2","orfN","0.11"
"B2","PA1400120","0.011"
"B1","PA1400210","0.009"
"B2","PA1400400","0.029"
"B2","PA1400490","1"
"B2","PA1400490","1"
"B1","PA1400550","1.10%"
"B1","PA1400550","1.10%"
"B1","PA1400550","1.10%"
"B1","PA1400550","1.10%"
"B2","PA1400740","1"
"B2","PA1400760","0.133"
"B2","PA1400760","0.133"
"B2","PA1400760","0.133"
"B2","PA1400760","0.133"
"B2","PA1400760","0.133"
"B2","PA1400940","0.025"
"B2","PA1400940","0.025"
"B2","PA1400940","0.025"
"B2","PA1400940","0.025"
"B2","PA1400940","0.025"
"B2","PA1400940","0.025"
"B2","PA1400940","0.024"
"B2","PA1400940","0.025"
"B2","PA1400940","0.023"
"B2","PA1400940","0.022"
"B2","PA1400940","0.022"
"B2","PA1400940","0.023"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
"B2","PA1400970","1"
