"population","gene","prop"
5,"actP",1
2,"arpA",1
4,"bglB",1
4,"cdsA",1
2,"clpA",1
4,"clpA",1
4,"clpS",1
2,"crp",1
4,"cytR",1
5,"cytR",1
2,"dacA",1
5,"dacA",1
1,"dctA",1
5,"dctA",1
5,"deoR",1
3,"dppA",1
5,"dppA",1
2,"edd",1
4,"gabP",1
2,"gatC",1
4,"gatC",1
4,"gcvA",1
4,"hisJ",1
3,"hsdM",1
4,"lacZ",1
4,"lpoA",1
5,"lptC",1
3,"lrhA",1
4,"malQ",1
4,"mdtA",1
4,"metZ",1
3,"mhpF",1
4,"mutL",1
2,"mutS",1
3,"mutS",1
4,"narU",1
2,"nrfD",1
3,"nudL",1
4,"nuoM",1
3,"oppA",1
5,"paaK",1
1,"paaX",1
5,"paaX",1
1,"prc",1
2,"prc",1
3,"prc",1
4,"prc",1
5,"prc",1
1,"proQ",1
2,"proQ",1
3,"proQ",1
4,"proQ",1
5,"proQ",1
2,"purR",1
1,"putA",1
2,"putA",1
3,"putA",1
5,"putA",1
1,"putP",1
2,"putP",1
3,"putP",1
4,"putP",1
5,"putP",1
2,"rimJ",1
4,"rimJ",1
4,"rlmM",1
2,"rnhB",1
4,"rpoA",1
1,"rpoB",1
2,"rpoB",1
3,"rpoB",1
4,"rpoB",1
5,"rpoB",1
1,"rpoC",1
2,"rpoC",1
3,"rpoC",1
5,"rpoC",1
3,"rpoD",1
5,"rpoD",1
3,"rpsG",1
2,"rpsI",1
4,"rseP",1
3,"sstT",1
4,"sstT",1
3,"sucA",1
2,"talA",1
4,"trkH",1
3,"trmI",1
4,"typA",1
4,"tyrR",1
4,"uspA",1
4,"xdhD",1
2,"yacH",1
4,"yadS",1
3,"yahB",1
4,"ybhF",1
2,"yciW",1
4,"ydbA",1
2,"ydcI",1
3,"yebV",1
4,"yehH",1
3,"ygcS",1
4,"ygdQ",1
4,"ygeN",1
5,"yhcF",1
3,"yhcM",1
4,"yhjA",1
4,"yidJ",1
2,"yigG",1
4,"ynfE",1
2,"yodC",1
4,"yqeG",1
