"population","gene","prop"
"A3","aes",1
"A4","argR",1
"A6","cdh",1
"A3","dam",1
"A3","dinI",1
"A3","eaeH",1
"A3","ECB_01992",1
"A4","ECB_01992",1
"A1","ECB_02621",1
"A4","ECB_02851",1
"A5","fabF",2
"A3","fadL",1
"A5","fhlA, ygbA, mutS, pphB, ygbI, ygbJ, ygbK, ygbL, ygbM, ygbN, rpoS, nlpD, pcm, surE, ygbO, ispF, ispD, ftsB, ygbE, cysC, cysN, cysD, iap, insL-5, insK-3, "">insJ-3",1
"A1","fimA",1
"A4","fis",1
"A4","hflK",1
"A1","hslU",2
"A3","hslU",2
"A5","hslU",2
"A6","hslU",2
"A4","iclR",1
"A5","iclR",2
"A1","infB",2
"A6","infB",1
"A5","insE-2, insF-2, ydbC, ydbD, ynbA, ynbB, ynbC, ynbD, acpD, hrpA",1
"A3","ldrC",2
"A3","lysQ",1
"A1","malT",2
"A3","malT",2
"A4","malT",1
"A4","malT",1
"A6","malT",2
"A6","metW",1
"A1","mrdA",2
"A4","mrdA",1
"A3","mrdB",2
"A4","mreB",1
"A6","mreC",2
"A1","nadR",1
"A6","nadR",2
"A1","nagC",2
"A5","ogrK, yegZ",1
"A6","ogrK, yegZ",1
"A3","pflB",1
"A3","phoH",1
"A4","pqqL",1
"A6","prlA",2
"A1","pykF",2
"A1","pykF",1
"A3","pykF",2
"A4","pykF",2
"A5","pykF",2
"A6","pykF",2
"A5","rbsD, rbsA, rbsC, rbsB, rbsK, rbsR",2
"A1","rbsD, rbsA, rbsC, rbsB, rbsK, rbsR, yieO",2
"A3","rbsD, rbsA, rbsC, rbsB, rbsK, rbsR, yieO",2
"A4","rbsD, rbsA, rbsC, rbsB, rbsK, rbsR, yieO",1
"A4","rbsD, rbsA, rbsC, rbsB, rbsK, rbsR, yieO",1
"A6","rbsD, rbsA, rbsC, rbsB, rbsK, rbsR, yieO",2
"A6","rhsB",1
"A4","sapF",1
"A4","smf",1
"A1","spoT",2
"A4","spoT",2
"A1","topA",2
"A3","topA",2
"A5","topA",2
"A5","uvrA",2
"A6","yabB",2
"A4","yagY",1
"A1","ybaL",2
"A3","ybcQ",2
"A5","ybeB",2
"A4","ybiA",1
"A5","ycdM",1
"A5","yddA",1
"A1","yegI",2
"A6","yegM",2
"A5","yfaQ",2
"A6","ygiD",1
"A4","yhdG",1
"A4","yqcA, yqcB, yqcC, syd, yqcD, ygdH, sdaC, sdaB, xni, fucO, fucA",1
"A3","ytfN",2
