"population","gene","prop"
"RMB2-F01","ACE2",1
"RMB2-F09","ACE2",0.15
"RMS1-E09","ACE2",0.99
"BYS1-D07","AFG3",0.24
"BYS2-C01","AHA1",0.4
"BYB1-H06","ALK1",1
"BYB1-H10","ALY2",0.53
"BYS2-B09","ANP1",0.95
"RMS1-E09","ANP1",0.47
"RMS1-E09","APL6",1
"RMS1-E09","ARA1",1
"RMS1-E09","ARO1",0.99
"BYS2-C03","ARP1",0.96
"RMB1-A02","ASG1",0.06
"RMS1-G02","ATG11",0.89
"BYS1-A09","ATG22",0.89
"BYS2-B09","ATP10",1
"RMB2-B10","ATR1",0.13
"BYS1-A07","AXL2",1
"RMB2-B10","BCH1",0.67
"BYB2-F10","BCY1",1
"RMB2-F09","BEM2",0.66
"BYS1-E03","BOI1",1
"BYS2-C06","BPL1",0.13
"RMS2-D09","BUD8",0.36
"BYS1-A09","CAB3",0.91
"BYS2-E03","CAN1",0.2
"BYS2-D07","CAT2",0.73
"RMS1-E09","CCC2",0.98
"BYS2-E01","CCW12",1
"BYS2-A11","CDC37",0.39
"BYB2-F07","CDC43",0.65
"BYB2-F10","CMK2",0.33
"BYB2-F07","CMP2",1
"BYS1-A09","CNE1",1
"BYS1-D03","CNE1",1
"RMS1-G02","COP1",0.9
"BYB2-F10","COX1",0.95
"RMS1-G02","COX11",0.85
"BYS1-D08","CPD1",0.37
"BYS2-C03","CRF1",0.91
"BYB2-F10","CSE1",0.58
"BYS1-E03","CSF1",0.42
"BYB1-B01","CST6",0.99
"BYS1-E03","CTR86",0.27
"BYS1-A07","CTS1",1
"BYS1-E03","CUE2",0.41
"BYB2-F10","CUP9",0.16
"BYB2-F10","CUP9",0.2
"BYB2-F07","CWH41",1
"RMS2-D09","CWH41",1
"BYS1-E03","DBR1",0.99
"RMB2-F01","DCW1",0.99
"BYS2-E03","DEF1",0.48
"BYS1-G02","DIE2",0.43
"BYB1-H06","DIG1",1
"BYS2-E04","DMA2",1
"BYS1-G02","DOA4",1
