"population","gene","prop"
1,"[yej",1
2,"aaaE",1
2,"abgT",1
2,"aceA",1
2,"acnB",1
2,"acrB",1
2,"acrE",1
2,"acrF",1
2,"actP",1
4,"alaE",1
2,"alaS",1
2,"aldA",1
2,"amn",1
2,"amtB",1
2,"ansA",1
2,"arfB",1
2,"argB",1
2,"argC",1
2,"arnD",1
2,"aroB",1
2,"aroE",1
2,"aslB",1
2,"asnB",1
1,"atoC",1
2,"bamA",1
2,"bcsC",1
2,"bepA",1
2,"bglB",1
2,"bioA",1
2,"brnQ",1
2,"btuF",1
2,"cadC",1
2,"caiC",1
2,"carB",1
2,"cbpA",1
2,"ccmC",1
2,"ccmD",1
4,"cdsA",1
2,"cheB",1
2,"citB",1
2,"citC",1
3,"clpA",1
4,"clpA",1
5,"clpA",1
2,"clsC",1
2,"cobT",1
3,"cpdA",1
2,"cpsB",1
2,"cptA",1
1,"crp",1
2,"crp",1
3,"crp",1
5,"crp",1
2,"cyaA",1
2,"cysM",1
2,"cytR",1
3,"dacA",1
2,"dacD",1
5,"dctA",1
2,"dcuA",1
3,"dcuA",1
4,"dcuA",1
5,"dcuA",1
2,"dcuR",1
2,"ddlA",1
2,"deoR",1
2,"dgoA",1
2,"dgoR",1
2,"dhaK",1
2,"dicB",1
2,"dicC",1
3,"djlB",1
2,"dnaK",1
2,"dnaQ",1
1,"dppA",1
2,"dppA",1
3,"dppA",1
4,"dppA",1
5,"dppA",1
2,"dsbD",1
2,"ebgC",1
2,"ecpC",1
2,"ecpD",1
2,"efeB",1
2,"elfC",1
3,"emtA",1
2,"entD",1
3,"envZ",1
2,"eutA",1
3,"eutT",1
2,"fadB",1
2,"fadH",1
1,"fadR",1
2,"fbaA",1
2,"fdoG",1
2,"fecD",1
5,"fimA",1
2,"fkpA",1
2,"flgN",1
2,"fliF",1
2,"fliI",1
2,"folB",1
5,"frlA",1
2,"frvB",1
2,"frvR",1
2,"frwC",1
2,"ftsH",1
2,"ftsI",1
2,"ftsP",1
2,"fucK",1
1,"fusA",1
2,"fusA",1
4,"gabP",1
2,"gadE",1
2,"gapA",1
2,"garP",1
2,"gatZ",1
4,"gcd",1
4,"gcvA",1
2,"gdhA",1
2,"ghrA",1
2,"glgA",1
2,"glgC",1
2,"glgX",1
2,"glpC",1
2,"glpD",1
2,"glpQ",1
4,"glpT",1
2,"glsA",1
3,"gltI",1
2,"gltJ",1
2,"gltK",1
2,"gltX",1
2,"glvC",1
2,"gnsB",1
2,"gntU",1
5,"gntU",1
2,"gshA",1
2,"guaB",1
2,"gudX",1
2,"hcaE",1
4,"hipA",1
2,"hisQ",1
2,"hisS",1
2,"holB",1
3,"hsdM",1
2,"hsdR",1
2,"hyfG",1
2,"hyfH",1
2,"hypD",1
2,"ileS",1
2,"ilvA",1
2,"ilvD",1
2,"ilvY",1
2,"insD",1
2,"insN",1
2,"insZ",1
1,"intQ",1
2,"intS",1
2,"ispG",1
3,"kdgR",1
5,"kdgR",1
2,"kdpA",1
2,"kdpE",1
2,"kefB",1
2,"lacA",1
2,"ldcC",1
2,"ldtE",1
2,"lgt",1
2,"lhr",1
2,"ligB",1
4,"lldD",1
2,"lplT",1
4,"lpoA",1
2,"lptG",1
5,"lrp",1
2,"luxS",1
2,"lyxK",1
2,"maeA",1
2,"manA",1
2,"mdfA",1
3,"mdtM",1
2,"mdtP",1
2,"mdtQ",1
2,"menD",1
2,"metB",1
2,"metH",1
2,"mgsA",1
2,"mltA",1
2,"moeA",1
2,"mprA",1
2,"mrdA",1
2,"mscM",1
4,"mutH",1
4,"mutL",1
2,"mutS",1
