gene,population,frequency
GRR1,0,1
EGT2,0,1
ECM21,1,1
KEL1,1,1
TED1,1,1
IRA1,1,1
IRA1,1,1
MCH4,1,1
NUM1,1,1
RRP45,1,1
RSC6,2,1
MTR3,2,1
DCN1,2,1
DCN1,2,1
FUS3,4,1
SIP3,4,1
CYC8,4,1
CYC8,4,1
CYC8,4,1
CYC8,4,1
CYC8,4,1
HO,5,1
TOS1,5,1
DFM1,5,1
SFL1,5,1
PSE1,6,1
RPS26B,6,1
GCN1,6,1
LYS9,6,1
DSE1,7,1
PAN1,7,1
YBR241C,7,1
MSH3,7,1
PHO2,7,1
YFR020W dubious,7,1
TCO89,7,1
YFL054C,7,1
CCH1,8,1
MNE1,8,1
TOR1,8,1
RIC1,8,1
ARE2,8,1
SFL1,8,1
BRR2,10,1
ATG32,10,1
ATG32,10,1
BCH2,10,1
KAP120,10,1
DRS2,11,1
SUN4,11,1
SOD2,11,1
BRR2,11,1
FRE8,11,1
KEL1,11,1
ABZ1,11,1
TRM13,12,1
YKL091C,12,1
RIM15,12,1
HSL1,12,1
ZRG8,12,1
LAS17,12,1
ECM25,12,1
MRPL44,12,1
TAM41,12,1
YPL199C,12,1
SEC14,12,1
SKN1,12,1
TRM44,12,1
HMS2,12,1
LEU4,12,1
ZTA1,12,1
RPS19A,12,1
TEF4,12,1
VPS17,12,1
CUL3,12,1
RSN1,12,1
RRP46,12,1
GIP3,12,1
EST2,12,1
DAL4,12,1
