gene,population,frequency
TUP1,0,1
CRZ1,0,1
HSL7,1,1
SEC27,2,1
FUN12,2,1
none,2,1
none,2,1
KRE9,2,1
KRE9,2,1
ORC1,2,1
none,2,1
none,2,1
ECM21,4,1
RAD27,4,1
none,4,1
RED1,4,1
none,4,1
none,4,1
SSZ1,4,1
CHD1,4,1
TEL1,4,1
RRP14,4,1
CYK3,4,1
ROM2,4,1
IRA1,5,1
TRM3,5,1
SLA1,5,1
HOR2,5,1
YDR336W,5,1
none,5,1
none,5,1
none,5,1
none,5,1
YUR1,5,1
BUD14,5,1
SOV1,5,1
CSI1,6,1
none,6,1
none,6,1
NUP82,6,1
none,6,1
MDM1,6,1
SWE1,6,1
YOL159C,6,1
LAS1,6,1
YMR027W,6,1
SSB2,6,1
ANP1,6,1
HUL4,6,1
MSI1,6,1
PZF1,6,1
ANP1,8,1
CAB4,8,1
NUP188,8,1
PIN4,8,1
CCH1,8,1
PEX6,8,1
none,8,1
GIN4,8,1
IES5,8,1
none,8,1
MSH3,8,1
none,8,1
none,8,1
AEP2,9,1
NOP14,9,1
CLB6,9,1
PEX29,9,1
DBP10,9,1
AUS1,9,1
MDM30,9,1
none,9,1
YJL206C,9,1
none,9,1
DIG1,9,1
none,9,1
EGT2,9,1
ADY4,9,1
none,9,1
SFL1,9,1
none,9,1
NOT3,9,1
CYR1,9,1
none,10,1
none,10,1
none,10,1
none,10,1
MPT5,10,1
MNN10,10,1
CSI1,10,1
CSI1,10,1
TIR4,10,1
SDH4,11,1
PKH3,11,1
ATG4,11,1
none,11,1
DBF20,11,1
SDS23,11,1
UBP15,11,1
UTH1,11,1
KEL2,11,1
SEC21,11,1
none,12,1
none,12,1
IDS2,12,1
MIH1,12,1
IRA2,12,1
