gene,population,frequency
MGA2,0,1
ARO2,0,1
NUP85,0,1
TIF1,1,1
GCN4,1,1
YUR1,1,1
DNL4,1,1
MEC1,3,1
RTS1,3,1
CSI1,3,1
SER1,3,1
RIB2,3,1
PSR2,3,1
YML096W,3,1
ATG29,3,1
SLA2,3,1
OCA4,3,1
TAF4,3,1
IRA1,3,1
EXO1,3,1
ACE2,3,1
ACE2,3,1
YOR060C,5,1
PSD2,5,1
SFL1,5,1
ACE2,5,1
SAF1,5,1
PET111,6,1
MDM1,6,1
MDM1,6,1
CMK2,6,1
ECM21,6,1
YCR016W,6,1
MUS81,6,1
GLC7,6,1
DRS2,6,1
YSP1,6,1
PIG2,6,1
PTR2,6,1
YLR287C,6,1
BRR6,6,1
RPO41,6,1
PDE2,6,1
RPS9A,6,1
ECM18,7,1
IRC8,7,1
RGT2,7,1
RGT2,7,1
URA2,7,1
RLM1,7,1
MCX1,7,1
HXK1,7,1
IMP3,7,1
YMR086W,7,1
SFB2,7,1
MMS1,7,1
PSR2,9,1
SUP35,9,1
MAP1,9,1
DPM1,9,1
YMR244W,9,1
NUP85,9,1
YKR015C,9,1
IRA2,9,1
UBP7,9,1
DSE3,9,1
ATG11,10,1
RPL2A,10,1
RPL2A,10,1
AGA2,10,1
TTI2,10,1
PAU4,10,1
YMR226C,10,1
TEL1,10,1
ACE2,12,1
UBP2,12,1
YOR390W,12,1
YGL036W,12,1
MUP3,12,1
YMR185W,12,1
EGT2,12,1
PIN4,12,1
SMP3,12,1
PFK1,12,1
