gene,population,frequency
RNH70,0,1
KEL1,0,1
MKS1,1,1
IRA2,1,1
PEX8,1,1
IMP3,1,1
GAT2,1,1
none,1,1
none,1,1
SRO77,2,1
GAT2,2,1
none,2,1
SAE3,2,1
FKH1,2,1
DAS1,2,1
FUS3,2,1
DSS1,2,1
KAP120,2,1
MTR4,2,1
YPR022C,2,1
YDR387C,4,1
NOP7,4,1
DIG1,4,1
none,4,1
IRA1,4,1
SYG1,4,1
RVS167,4,1
CBF2,4,1
NOC3,5,1
HCM1,5,1
none,5,1
RPS21B,5,1
DMA2,5,1
none,6,1
ATG26,6,1
YDR266C,6,1
KAR2,6,1
RRT6,6,1
SBE22,6,1
HSL1,6,1
none,6,1
none,6,1
RRP5,8,1
GPB2,8,1
NGR1,8,1
none,8,1
CAK1,8,1
PGU1,8,1
YMR027W,8,1
RPL7A,8,1
GAT2,8,1
none,8,1
YGR122W,8,1
ARE2,8,1
ENA5,9,1
ENA5,9,1
ENA5,9,1
ENA5,9,1
ENA5,9,1
ENA5,9,1
ENA5,9,1
ENA5,9,1
ENA5,9,1
ENA5,9,1
ENA5,9,1
ENA5,9,1
ENA5,9,1
ENA5,9,1
ENA5,9,1
HMG1,9,1
MSC6,9,1
HSL1,9,1
YBL029W,9,1
GUA1,9,1
none,10,1
SCC2,10,1
MPT5,10,1
YBR063C,10,1
none,10,1
RSC58,10,1
BNI1,10,1
YHL044W,10,1
TIP20,10,1
NUM1,10,1
NUM1,10,1
NUM1,10,1
NUM1,10,1
NUM1,10,1
NUM1,10,1
LYS2,10,1
CTF3,10,1
SFL1,10,1
MIH1,11,1
RPS6A,11,1
MDH1,11,1
none,11,1
GLT1,11,1
RPN13,11,1
PAC1,12,1
GAT2,12,1
none,12,1
GUP2,12,1
RPN14,12,1
MUM3,12,1
FUS2,12,1
FUS2,12,1
