population,gene,11,22,32,42,64,127
1,[yej,0,0,0,0,0,1
1,atoC,0,0,0,0,0,1
1,atoS,0,1,0,0,0,0
1,crp ,0,0,0,0,0,1
1,cytR,1,0,0,1,0,0
1,dctA,0,0,0,0,1,0
1,deoR,1,0,0,1,0,0
1,dppA,0,0,0,1,0,1
1,fadR,0,1,0,0,0,1
1,fusA,0,0,0,0,0,1
1,intQ,0,0,0,0,0,1
1,oppA,0,0,1,0,0,0
1,paaK,0,0,1,0,0,0
1,paaX,0,1,1,0,1,0
1,prc ,0,0,0,0,1,1
1,proQ,0,0,0,1,1,1
1,putA,1,0,1,1,1,1
1,putP,0,0,1,1,1,1
1,recB,1,0,0,0,0,0
1,rho ,0,1,0,0,0,0
1,rimJ,0,0,0,0,0,1
1,rpoA,0,0,0,1,0,0
1,rpoB,1,0,1,1,1,1
1,rpoC,1,1,1,1,1,1
1,rsmG,0,0,0,1,0,0
1,sstT,0,0,0,1,0,0
1,sucC,0,0,0,0,0,1
1,ydeP,0,0,0,0,0,1
1,yeaR,0,0,0,1,0,0
1,yneO,1,0,0,0,0,0
1,NA,0,0,0,0,0,1
2,aaaE,0,0,0,0,0,1
2,abgT,0,0,0,0,0,1
2,aceA,0,0,0,0,0,1
2,acnB,0,0,0,0,0,1
2,acrB,0,0,0,0,0,1
2,acrE,0,0,0,0,0,1
2,acrF,0,0,0,0,0,1
2,actP,0,0,0,0,0,1
2,alaS,0,0,0,0,0,1
2,aldA,0,0,0,0,0,1
2,aldB,0,0,0,1,0,0
2,amn ,0,0,0,0,0,1
2,amtB,0,0,0,0,0,1
2,ansA,0,0,0,0,0,1
2,arfB,0,0,0,0,0,1
2,argB,0,0,0,0,0,1
2,argC,0,0,0,0,0,1
2,arnD,0,0,0,0,0,1
2,aroB,0,0,0,0,0,1
2,aroE,0,0,0,0,0,1
2,arpA,0,0,0,0,1,0
2,aslB,0,0,0,0,0,1
2,asnB,0,0,0,0,0,1
2,atoS,0,1,0,0,0,0
2,bamA,0,0,0,0,0,1
2,bcsC,0,0,0,0,0,1
2,bepA,0,0,0,0,0,1
2,bglB,0,1,0,0,0,1
2,bioA,0,0,0,0,0,1
2,bioB,0,0,1,0,0,0
2,brnQ,0,0,0,0,0,1
2,btuF,0,0,0,0,0,1
2,cadC,0,0,0,0,0,1
2,caiC,0,0,0,0,0,1
2,carB,0,0,0,0,0,1
2,cbpA,0,0,0,0,0,1
2,ccmC,0,0,0,0,0,1
2,ccmD,0,0,0,0,0,1
2,cheB,0,0,0,0,0,1
2,citB,0,0,0,0,0,1
2,citC,0,0,0,0,0,1
2,clpA,0,0,0,0,1,0
2,clsC,0,0,0,0,0,1
2,cobT,0,0,0,0,0,1
2,cpsB,0,0,0,0,0,1
2,cptA,0,0,0,0,0,1
2,crp ,0,0,0,0,1,1
2,cusA,0,0,1,0,0,0
2,cyaA,0,0,0,0,0,1
2,cysM,0,0,0,0,0,1
2,cytR,1,0,0,1,0,1
2,dacA,0,0,0,0,1,0
2,dacD,0,0,0,0,0,1
2,dapB,0,0,0,1,0,0
2,dctA,0,0,1,0,0,0
2,dcuA,0,0,0,0,0,1
2,dcuR,0,0,0,0,0,1
2,ddlA,0,0,0,0,0,1
2,deoR,1,0,0,1,0,1
2,dgoA,0,0,0,0,0,1
2,dgoR,0,0,0,0,0,1
2,dhaK,0,0,0,0,0,1
2,dicB,0,0,0,0,0,1
2,dicC,0,0,0,0,0,1
2,dnaK,0,0,0,0,0,1
2,dnaQ,0,0,0,0,0,1
2,dppA,0,0,0,0,0,1
2,dsbD,0,0,0,0,0,1
2,ebgC,0,0,0,0,0,1
2,ecpC,0,0,0,0,0,1
2,ecpD,0,0,0,0,0,1
2,edd ,0,0,0,0,1,0
2,efeB,0,0,0,0,0,1
2,elfC,0,0,0,0,0,1
2,entD,0,0,0,0,0,1
2,eutA,0,0,0,0,0,1
2,fadB,0,0,0,0,0,1
2,fadH,0,0,0,0,0,1
2,fadR,0,1,0,0,0,0
2,fbaA,0,0,0,0,0,1
2,fdoG,0,0,0,0,0,1
2,fecD,0,0,0,0,0,1
2,fkpA,0,0,0,0,0,1
2,flgN,0,0,0,0,0,1
2,flhB,0,0,1,0,0,0
2,fliC,0,1,0,0,0,0
2,fliF,0,0,0,0,0,1
2,fliI,0,0,0,0,0,1
2,folB,0,0,0,0,0,1
2,frvB,0,0,0,0,0,1
2,frvR,0,0,0,0,0,1
2,frwC,0,0,0,0,0,1
2,ftsH,0,0,0,0,0,1
