gene,population,frequency
none,0,1
PHO89,0,1
YDR089W,0,1
none,0,1
FUS3,2,1
YBR139W,2,1
none,2,1
YHR045W,2,1
YLL058W,2,1
YNL144C,2,1
HXT7,2,1
HXT7,2,1
none,2,1
PAH1,2,1
CTS1,2,1
HUT1,2,1
none,3,1
REV3,3,1
none,3,1
none,3,1
GLR1,3,1
CKA2,3,1
SHR5,3,1
IRA1,3,1
ICY2,3,1
YDR186C,3,1
RPH1,3,1
YHR112C,3,1
AIM33,3,1
YOL087C,3,1
none,3,1
HHF2,4,1
none,4,1
TAH11,4,1
DGR2,4,1
ACE2,4,1
IRA1,4,1
FKS3,4,1
YPR097W,4,1
YNR029C,5,1
PDH1,5,1
TAD2,5,1
FEN1,5,1
PSY2,5,1
GRR1,5,1
none,5,1
CKA2,5,1
BNR1,5,1
IME2,5,1
ERG6,5,1
KIC1,5,1
YLR278C,5,1
CDC55,5,1
AGA1,5,1
APL4,5,1
MSH3,5,1
MKT1,5,1
RET1,5,1
INP51,5,1
YTH1,6,1
NOP56,6,1
DIG1,6,1
CRN1,6,1
CBP3,6,1
LTE1,6,1
YIL055C,6,1
YJR098C,6,1
YMR206W,6,1
MRPL22,6,1
none,6,1
CLB2,6,1
YLR225C,6,1
FRE1,7,1
CIN1,7,1
YGR250C,7,1
KEL1,7,1
IMA5,7,1
NTH2,7,1
PTM1,7,1
none,7,1
PEX6,7,1
YDL027C,9,1
GSF2,9,1
IRA1,9,1
SGF73,9,1
ASG1,9,1
PEX1,9,1
OTU1,9,1
UTP5,9,1
YNL305C,9,1
RPD3,10,1
none,10,1
none,10,1
IES4,10,1
RPL14A,10,1
TRS130,10,1
APL4,10,1
PNP1,10,1
GPR1,10,1
REV1,10,1
ECM16,10,1
YNR066C,10,1
none,10,1
IDS2,10,1
TIF4631,10,1
VNX1,10,1
SPC110,10,1
VPS16,10,1
ATM1,10,1
IPI3,10,1
APC5,10,1
CCP1,10,1
none,10,1
FOB1,10,1
FIG2,11,1
PCS60,11,1
POL2,11,1
EOS1,11,1
CSE1,11,1
TAL1,11,1
TAL1,11,1
MSH3,11,1
OM14,11,1
VPS75,11,1
EUG1,11,1
IRA1,12,1
IRA1,12,1
YRA1,12,1
RIA1,12,1
SEC66,12,1
SPT23,12,1
KRS1,12,1
YOR296W,12,1
COF1,12,1
STB2,12,1
ACS1,12,1
IRA1,12,1
UBA2,12,1
MEP2,12,1
YKR070W,12,1
