"Population","Gene","Prop"
"E3","ACE2",0.002035424
"E3","APJ1",0.005119454
"E1","ATP6",0.003208594
"E2","BPH1",0.007662835
"E3","BYE1",0.014109347
"E2","CDC55",0.535816619
"E1","CIN5,YOR029W",0.001197605
"E2","COX8,CST9",0.004444444
"E1","CYR1",0.346609257
"E2","ECM14",0.004
"E3","GAL4",0.032786885
"E2","Gene_tK(CUU)P,RPA135",0.011952191
"E2","Gene_tS(UGA)Q2,VAR1",0.012054052
"E1","GPB2",0.010131275
"E1","GPB2",0.001986097
"E1","GPB2",0.101952271
"E2","GPB2",0.040867414
"E1","HOG1",0.012205045
"E1","HOG1",0.023280423
"E1","HRD1",0.002147526
"E3","IRA1",0.429889299
"E3","MNN4",0.129330254
"E1","MTH1",0.011520737
"E1","MTH1",0.026525199
"E1","MTH1",0.077510917
"E1","MTH1",0.002209945
"E1","MTH1",0.001340483
"E1","MTH1",0.031463418
"E1","MTH1",0.02406015
"E1","MTH1",0.014146773
"E1","MTH1",0.023501763
"E2","MTH1",0.041666667
"E2","MTH1",0.29351251
"E2","MTH1",0.034852547
"E2","MTH1",0.003558719
"E3","MTH1",0.01426025
"E3","MTH1",0.0328125
"E3","MTH1",0.483544304
"E3","MTH1",0.051454139
"E3","MUK1",0.025821596
"E2","PBS2",0.00952381
"E2","PBS2",0.003257329
"E1","RGT1",0.017687075
"E1","RGT1",0.020706456
"E1","RGT1",0.027513228
"E2","RGT1",0.019753086
"E2","RGT1",0.042713568
"E1","RGT2",0.027090695
"E2","RGT2",0.095070423
"E1","RIM15",0.01660281
"E2","RIM15",0.337979094
"E3","RIM15",0.004807692
"E3","RIM15",0.047992526
"E3","RIM15",0.008888889
"E2","RMR1",0.008086253
"E2","RMT2",0.007092199
"E1","SNF3",0.150319829
"E1","SNF3",0.105978261
"E1","SSK2",0.047018349
"E1","SWI1",0.001042753
"E3","UBC13",0.002457002
"E1","VPS13",0.01816118
"E2","VPS25",0.003021148
"E1","VPS28",0.004341534
"E2","WHI2",0.003100585
"E3","YJR115W",0.006734007
"E3","YSH1,DBP9",0.028818444
