"population","gene","prop"
"BYS1-A07","AXL2",0.12
"BYB2-F07","CMP2",0.54
"BYB2-F10","COX1",0.16
"BYS2-C03","CRF1",0.04
"BYB1-B01","CST6",0.65
"BYB2-F07","CWH41",0.42
"BYS2-E04","DMA2",0.2
"RMB2-F01","ECM21",0.06
"BYS1-A08","ELO1",0.7
"BYB2-F10","ENV9",0.1
"BYS2-C06","ERV1",0.18
"BYS1-D07","FAR1",0.15
"RMB2-D08","FKS1",0.3
"RMB2-F09","FKS1",0.79
"BYS1-A08","GAS1",0.61
"BYS2-C06","GAS1",0.66
"BYB1-H06","GAT2",0.37
"BYS2-E04","GCN1",0.07
"BYB1-H06","GIS4",0.13
"BYB1-H06","GPB1",0.3
"BYS1-D03","GPB1",0.03
"BYS1-G01","GPB2",0.2
"BYS1-D07","HAP1",0.16
"BYS2-E04","HKR1",0.18
"BYS2-B09","HSL1",0.06
"BYB1-C05","IRA1",0.06
"BYB2-E05","IRA1",0.35
"BYB2-E05","IRA1",0.07
"BYB2-F07","IRA1",0.6
"BYB2-F09","IRA1",0.45
"BYS1-E03","IRA1",0.39
"BYS2-D07","ISU2",0.58
"BYS2-C03","KRE5",0.67
"BYS2-C06","LAP4",0.67
"BYS2-A11","LCB2",0.08
"BYS2-D07","MMP1",0.17
"BYS1-E03","MRPL10",0.44
"BYS1-F05","MSL1",0.96
"RMS1-G02","NIP1",0.06
"RMS1-D12","NUP57",0.65
"BYS1-A04","PAC10",0.07
"BYS1-F05","PDR5",0.96
"RMB2-F09","PDR5",0.96
"RMS1-D12","PDR5",0.98
"RMS1-E09","PDR5",0.49
"RMS1-H08","PDR5",0.61
"RMS2-D09","PDR5",0.39
"BYS1-D07","PMT1",0.16
"BYS2-E03","POL2",0.15
"BYS1-D07","PPT1",0.16
"BYB2-E05","PSE1",0.32
"RMB2-F01","PSE1",0.08
"BYB2-F10","PTR2",0.09
"BYS1-A04","ROT2",0.61
"RMB2-D08","ROT2",0.05
"RMS1-D12","ROT2",0.62
"BYS2-C06","RPG1",0.08
"BYS2-E03","RPO21",0.25
"BYS1-D08","RPO31",0.07
"BYS1-D08","RXT2",0.54
"BYS2-C03","SCC2",0.66
"RMB2-D08","SEC6",0.35
"BYB1-G07","SPC3",0.33
"BYS2-E03","STE12",0.09
"RMB2-F09","STE12",0.28
"BYS1-A04","STE4",0.29
"BYS1-F05","STE4",0.12
"BYB1-B01","TRS130",0.52
"BYS1-F05","TTI1",0.1
"BYB1-H10","TUL1",0.15
"BYS1-F05","VID22",0.09
"RMB2-F01","VID30",0.15
"BYS1-D07","VTC3",0.2
"BYB1-G07","WHI2",0.06
"BYS1-G01","YDR524C-B",0.14
"BYS2-A11","YHR033W",0.07
"RMS1-G02","YLR413W",0.08
"BYS1-D07","YMR102C",0.14
"BYB1-H06","YNL165W",0.11
"BYS2-E04","YNL207W",0.08
"BYS2-C03","YOL162W",0.6
"RMB2-D08","YOR389W",0.13
"BYS1-D08","YUR1",0.49
"BYS2-D07","YUR1",0.5
"BYS2-E04","YUR1",0.08
"RMB2-B10","YUR1",0.05
"BYB1-H06","ZRT2",0.38
