"population","gene","prop"
"A5","acpD",1
"A6","actP",2
"A6","appY, ompT, envY, ybcH, nfrA, nfrB, nfrB, ECB_00524, yhhI, ECB_00526, ECB_00527, ECB_00528, ECB_00529, ECB_00530, cusS, cusR, cusC, ylcC, cusB, cusA, pheP, ybdG, nfnB, ybdF, ybdJ, ybdK, insJ-1, insK-1, insB-7, insA-7, "">insK-1",2
"A5","arcA",1
"A6","arcA",2
"A5","asnB",1
"A5","astB",1
"A3","atoS",1
"A5","blr",1
"A5","cirA",1
"A5","cirA, lysP, yeiE, yeiH, nfo, yeiI, yeiJ, rihB",1
"A5","cls",1
"A5","crp",1
"A3","cspC",1
"A3","cusS",1
"A5","cusS",1
"A3","cycA",1
"A5","cysQ",1
"A5","dinI",1
"A5","ECB_00814, ECB_00815, ECB_00816, ECB_00817, ECB_00818, ECB_00819, ECB_00820, ECB_00821, ECB_00822, ECB_00823, ECB_00824, ECB_00825, ECB_00826, ECB_00827, ECB_00828, ECB_00829, ECB_00830, ECB_00831, ECB_00832, ECB_00833, ECB_00834, ECB_00835, ECB_00836, ECB_00837, ECB_00838, ECB_00839, ECB_00840, ECB_00841, ECB_00842, ECB_00843, ECB_00844, ECB_00845, ECB_00846, tfaE, ECB_00848, ECB_00849, ECB_00850, "">ECB_00851",1
"A5","ECB_00825, ECB_00826, ECB_00827, ECB_00828, ECB_00829, ECB_00830, ECB_00831, ECB_00832, ECB_00833, ECB_00834, ECB_00835, ECB_00836, ECB_00837, ECB_00838, ECB_00839, ECB_00840, ECB_00841, ECB_00842, ECB_00843, ECB_00844, ECB_00845, ECB_00846, tfaE, ECB_00848, ECB_00849, ECB_00850, ECB_00851, ybjL, ybjM, grxA, ybjC, nfsA, rimK, ybjN, potF, potG, potH, potI, ybjO, ybjF, artJ, "">artM",1
"A3","ECB_01510",1
"A5","ECB_01510, insE-3, insF-3, ybcW, gnsB, ynfN, ECB_01516, cspI, ydfP, ydfQ, ydfR, essQ, ECB_01522, ECB_01523",2
"A5","ECB_01992",1
"A6","ECB_01992",1
"A6","ECB_01992",1
"A3","ECB_02001",1
"A3","ECB_02013",1
"A5","ECB_02013",1
"A5","ECB_02512",1
"A5","ECB_02512",1
"A3","ECB_02798, yeeP, flu, yeeR, ECB_02802, yafZ, ECB_02804, yeeS, yeeT, yeeU, yeeV, yeeW, ECB_02810, ECB_02811, ECB_02812, ECB_02813, ECB_02814, ECB_02815, "">ECB_02816",1
"A3","ECB_02816",2
"A5","ECB_02816",1
"A6","ECB_02816",2
"A5","ECB_02816, ECB_02817, ECB_02818, ECB_02819, ECB_02820, ECB_02821, ECB_02822, insB-22, insA-22, ECB_02825, ECB_02826, ECB_02827, ECB_02828, yghD, yghE, ECB_02831, ECB_02832, ECB_02833, ECB_02834, ECB_02835, "">ECB_02836",1
"A5","ECB_02852",1
"A5","ECB_03715",1
"A3","ECB_03822",1
"A3","envZ",1
"A6","envZ",2
"A5","fabF",1
"A5","fadL",1
"A5","fdnH",1
"A5","fdnH, fdnI, yddM, adhP, sfcA, rpsV, bdm, osmC, yddO, yddP, yddQ, yddR, yddS, ddpX, dos, yddV, yddW, xasA, gadB, pqqL, yddB, "">yddA",1
"A5","fhlA, ygbA, mutS, pphB, ygbI, ygbJ, ygbK, ygbL, ygbM, ygbN, rpoS, nlpD, pcm, surE, ygbO, ispF, ispD, ftsB, ygbE, cysC, cysN, cysD, iap, insL-5, insK-3, "">insJ-3",1
"A3","fimA",2
"A3","fis",2
"A5","flu",1
"A6","frdC",2
"A5","gatZ",1
"A3","ggt",1
"A3","glnD",1
"A6","glpG",2
"A3","glpR",1
"A5","glpT",1
"A6","gltA",2
"A6","gltB, gltD, yhcG, ECB_03080, yhcH, nanK",2
"A6","gyrB",1
"A3","hemE",1
"A5","hflB",1
"A3","hsdM",1
"A5","hsdS",1
"A5","hsdS",1
"A3","hslU",2
"A5","hslU",1
"A6","hslU",2
"A5","hyfA",1
"A5","iap",1
"A6","iap",2
"A3","iap, insL-5",1
"A3","iclR",1
"A5","iclR",1
"A6","iclR",2
"A5","infB",1
"A6","infC",2
"A3","insB-1",1
"A5","insB-2",1
"A3","insJ-2, insK-2, gltL",1
"A5","insK-5, rbsD",1
"A3","insL-1",1
"A3","insL-5, insK-3, insJ-3",1
"A5","kduD",1
"A3","ldrC",2
"A3","leuA",1
"A3","lrp",1
"A3","lysQ",1
"A3","malT",2
"A5","malT",1
"A6","malT",2
"A6","malT",2
"A6","malT",2
"A3","manB, manC, insB-14, insA-14, wbbD, wbbC, wzy, wbbB, wbbA, vioB, vioA, wzx, rmlC, rfbA, rfbD, rfbB, galF, wcaM, wcaL, wcaK, wzxC, wcaJ, "">cpsG",1
"A5","manB, manC, insB-14, insA-14, wbbD, wbbC, wzy, wbbB, wbbA, vioB, vioA, wzx, rmlC, rfbA, rfbD, rfbB, galF, wcaM, wcaL, wcaK, wzxC, wcaJ, "">cpsG",1
"A6","manY",2
"A3","menC",1
"A5","menC",1
"A6","menC",2
"A6","metH",2
"A5","metJ",1
"A3","metL",2
"A3","metL",1
"A5","metW",1
"A5","mfd",1
"A5","mokB, trg",1
"A6","mokC, nhaA",2
"A3","mrdB",2
"A5","mreC",1
"A6","mreC",2
"A5","mtlD",1
"A3","nadR",2
"A5","nadR",1
"A6","nadR",2
"A6","narZ",2
"A6","nhoA",1
"A3","nmpC, ybcR, ybcS, ybcT, ybcU",1
"A5","nmpC, ybcR, ybcS, ybcT, ybcU, ECB_00510, nohB, ECB_00512, ECB_00513",1
"A5","nmpC, ybcR, ybcS, ybcT, ybcU, ECB_00510, nohB, ECB_00512, ECB_00513, ECB_00514, ECB_00515",1
"A6","nmpC, ybcR, ybcS, ybcT, ybcU, ECB_00510, nohB, ECB_00512, ECB_00513, ECB_00514, ECB_00515, ECB_00516, ECB_00517, appY",2
"A3","nmpC, ybcR, ybcS, ybcT, ybcU, ECB_00510, nohB, ECB_00512, ECB_00513, ECB_00514, ECB_00515, ECB_00516, ECB_00517, appY, ompT, envY, ybcH, nfrA, nfrB, nfrB, ECB_00524, yhhI, ECB_00526, ECB_00527, ECB_00528, ECB_00529, ECB_00530, cusS, cusR, cusC, ylcC, cusB, cusA, pheP, ybdG, nfnB, ybdF, ybdJ, ybdK, insJ-1, insK-1, insB-7, insA-7, "">insK-1",1
"A5","ogrK, yegZ",1
"A3","ompR",1
"A6","oppD",2
"A5","phoH",1
"A5","phoH",1
"A5","phoU",1
"A5","plsB",1
"A3","plsX",1
"A6","prlA",2
"A3","proQ",1
"A6","ptsA, frwC, frwB, pflD, pflC, frwD, yijO, yijP, ppc, argE, argC, argB, argH, oxyR, udhA",2
"A3","purL",1
"A3","putA, putP, ycdN, ycdO, ycdB, phoH, ycdP, ycdQ, ycdR, ycdS, ycdT",1
"A5","pykA",1
"A3","pykF",2
"A5","pykF",1
"A5","pykF",1
"A5","pykF",1
"A6","pykF",2
"A5","rbsD, rbsA, rbsC, rbsB, rbsK, rbsR",1
"A3","rbsD, rbsA, rbsC, rbsB, rbsK, rbsR, yieO",2
"A6","rbsD, rbsA, rbsC, rbsB, rbsK, rbsR, yieO",2
"A6","recO",2
"A3","rhsB",1
"A6","rhsD",2
"A5","rne",1
"A5","rplF",1
"A6","rplF",2
"A3","rplS",2
"A5","rpoA",1
"A3","rpsG",2
